20768 TRCID	CASRN	Nist-Mod
689	110430	2 1 3 2 1 19
1098	123193	2 1 3 2 1 19
28893	2052155	2 1 3 2 1 19 1 22
14439	1817614	2 1 3 2 1 19 1 66
1678	1633905	2 1 3 2 1 192
12653	1679067	2 1 3 2 1 192
13277	21508076	2 1 3 2 1 206
13848	62593333	2 1 3 2 1 206
416	105668	2 1 3 2 1 22
462	106707	2 1 3 2 1 22
4027	539822	2 1 3 2 1 22
4426	590012	2 1 3 2 1 22
32692	4126550	2 1 3 2 1 22 1 25
32701	14144344	2 1 3 2 1 22 1 25
32707	14144402	2 1 3 2 1 22 1 25
32735	14144708	2 1 3 2 1 22 1 25
10070	21565775	2 1 3 2 1 22 1 66
31816	79546831	2 1 3 2 1 22 1 77
752	111433	2 1 3 2 1 25
5102	628819	2 1 3 2 1 25
21260	35075220	2 1 3 2 1 25 1 133
27225	13021493	2 1 3 2 1 25 1 133
4291	5729599	2 1 3 2 1 25 2 309
17629	35270623	2 1 3 2 1 25 2 78 1 80
7770	104789	2 1 3 2 1 29 1 35
21998	0	2 1 3 2 1 3 1 131
395	105306	2 1 3 2 1 3 1 14
4409	589355	2 1 3 2 1 3 1 14
6483	97950	2 1 3 2 1 3 1 14
8108	626891	2 1 3 2 1 3 1 14
21184	70224281	2 1 3 2 1 3 1 14
16342	0	2 1 3 2 1 3 1 19 1 42
2019	19269284	2 1 3 2 1 3 1 20
11459	1860395	2 1 3 2 1 3 1 20
12806	41065978	2 1 3 2 1 3 1 20
30768	925542	2 1 3 2 1 3 1 20
5856	7789993	2 1 3 2 1 3 1 21
8692	0	2 1 3 2 1 3 1 21
12919	5953491	2 1 3 2 1 3 1 21
16138	0	2 1 3 2 1 3 1 21
13289	2305251	2 1 3 2 1 3 1 22 1 81
10537	113366215	2 1 3 2 1 3 1 23
10801	169505106	2 1 3 2 1 3 1 25 1 131
32789	18912828	2 1 3 2 1 3 1 25 1 131
28861	99420890	2 1 3 2 1 3 1 25 1 81
28163	1315053816	2 1 3 2 1 3 1 29
33345	81130	2 1 3 2 1 3 1 4 2 14 1 81 1 100
15883	0	2 1 3 2 1 3 1 4 3 14
19120	0	2 1 3 2 1 3 1 4 3 64
28160	0	2 1 3 2 1 3 1 41
3584	4536236	2 1 3 2 1 3 1 42
6923	628466	2 1 3 2 1 3 1 42
7678	20225245	2 1 3 2 1 3 1 42
9053	1730898	2 1 3 2 1 3 1 42
12793	3780583	2 1 3 2 1 3 1 42
28115	49642526	2 1 3 2 1 3 1 42
28167	22328901	2 1 3 2 1 3 1 42
12590	101257630	2 1 3 2 1 3 1 44
1197	13151047	2 1 3 2 1 3 1 5
1198	13151058	2 1 3 2 1 3 1 5
3777	5026766	2 1 3 2 1 3 1 5
12584	4810097	2 1 3 2 1 3 1 5
12776	3404588	2 1 3 2 1 3 1 5
22660	0	2 1 3 2 1 3 1 5
80	3953104	2 1 3 2 1 3 1 5 1 77
22835	0	2 1 3 2 1 3 1 5 1 77
31234	2049801	2 1 3 2 1 3 1 5 2 77
17425	13175627	2 1 3 2 1 3 1 6 1 7 1 81
19017	0	2 1 3 2 1 3 1 6 1 7 5 9 1 10
22166	4798612	2 1 3 2 1 3 1 6 1 81
19026	0	2 1 3 2 1 3 1 6 3 9 1 10 2 11
12675	18589270	2 1 3 2 1 3 1 63
14612	24346541	2 1 3 2 1 3 1 63
15136	6196801	2 1 3 2 1 3 1 63
17530	24346530	2 1 3 2 1 3 1 63
17602	31294947	2 1 3 2 1 3 1 63
3032	3377864	2 1 3 2 1 3 1 64
3033	3377875	2 1 3 2 1 3 1 64
12745	25346332	2 1 3 2 1 3 1 64
12842	51116735	2 1 3 2 1 3 1 64
28158	22299703	2 1 3 2 1 3 1 64
1287	138227	2 1 3 2 1 3 1 77 1 81
4923	623370	2 1 3 2 1 3 1 81
5042	626937	2 1 3 2 1 3 1 81
21871	26549246	2 1 3 2 1 3 1 81
10465	102007852	2 1 3 2 1 3 10 9 1 10 1 13
14072	111029562	2 1 3 2 1 3 10 9 1 128 1 129
19023	0	2 1 3 2 1 3 2 6 1 7 5 9 1 10
7390	6976289	2 1 3 2 1 3 2 78 1 79
17814	66359044	2 1 3 2 1 3 4 9 1 12 1 13 1 78
12931	61142389	2 1 3 2 1 3 5 78 1 79
15126	61828237	2 1 3 2 1 3 5 78 1 79
17680	4456999	2 1 3 2 1 3 5 78 1 79
17827	66553513	2 1 3 2 1 3 5 78 1 79
14431	17697653	2 1 3 2 1 3 5 9 1 12
17330	3200111	2 1 3 2 1 3 5 9 1 12
17973	92102120	2 1 3 2 1 3 5 9 1 12
17412	107772225	2 1 3 2 1 3 5 9 1 13 1 42
22801	38836305	2 1 3 2 1 3 5 9 1 81 1 82 1 195
3971	5329793	2 1 3 2 1 30
12651	16751589	2 1 3 2 1 30
29412	70095408	2 1 3 2 1 30
29413	70492670	2 1 3 2 1 30
30495	76050970	2 1 3 2 1 309
32663	139157758	2 1 3 2 1 309
1225	13360639	2 1 3 2 1 32
1368	142847	2 1 3 2 1 32
6272	927628	2 1 3 2 1 34
11883	4458326	2 1 3 2 1 34
22341	53201664	2 1 3 2 1 34 1 100
14368	163005627	2 1 3 2 1 4 1 14 1 66 1 82
17402	10605671	2 1 3 2 1 4 1 14 1 66 1 82
14303	1462108	2 1 3 2 1 4 1 14 1 82
17620	33879720	2 1 3 2 1 4 1 14 1 82
31863	31906044	2 1 3 2 1 4 1 20 3 78 1 79 1 82 1 202
14331	15424052	2 1 3 2 1 4 1 5 1 64
973	1186318	2 1 3 2 1 4 1 5 1 82
1996	1907466	2 1 3 2 1 4 1 5 1 82
12374	77437980	2 1 3 2 1 4 1 5 1 82
8716	0	2 1 3 2 1 4 1 6 1 14 1 82
17497	19764762	2 1 3 2 1 4 1 6 1 14 1 82
5846	77849	2 1 3 2 1 4 2 14
14757	32812230	2 1 3 2 1 4 2 14
4273	5692977	2 1 3 2 1 4 2 42
15826	0	2 1 3 2 1 4 2 5
14126	116530779	2 1 3 2 1 4 2 64
17830	66567111	2 1 3 2 1 4 2 64
18060	737763803	2 1 3 2 1 4 2 78 1 79 1 82
14262	13732859	2 1 3 2 1 4 5 9 1 12 1 82
2414	2346818	2 1 3 2 1 45
5222	638288	2 1 3 2 1 45
11853	42131895	2 1 3 2 1 49
15912	42152476	2 1 3 2 1 5 1 8
12625	14255448	2 1 3 2 1 56
17877	7286400	2 1 3 2 1 56
156	7642106	2 1 3 2 1 6
1437	14686136	2 1 3 2 1 6
5251	6443921	2 1 3 2 1 6
9021	592778	2 1 3 2 1 6
9022	592789	2 1 3 2 1 6
13177	14686147	2 1 3 2 1 6
30887	33467742	2 1 3 2 1 6 1 22
5566	7299914	2 1 3 2 1 6 1 77
19260	1552676	2 1 3 2 1 6 1 77
10898	0	2 1 3 2 1 6 1 8 1 14
14499	19756797	2 1 3 2 1 6 1 8 1 14
19167	100950898	2 1 3 2 1 6 1 8 5 9 1 10
806	1119659	2 1 3 2 1 66
2585	2586892	2 1 3 2 1 66
19083	0	2 1 3 2 1 69 1 70 1 77 1 82
125	6094026	2 1 3 2 1 7
6760	3404715	2 1 3 2 1 7
17068	0	2 1 3 2 1 7 1 24 1 26
6480	97881	2 1 3 2 1 7 1 77
16379	0	2 1 3 2 1 7 2 66
15941	0	2 1 3 2 1 78 2 79
17540	2511924	2 1 3 2 1 78 2 79
26354	55091764	2 1 3 2 1 78 2 79 1 126
26700	55091753	2 1 3 2 1 78 2 79 1 126
18965	0	2 1 3 2 1 8 1 14
5259	645625	2 1 3 2 1 8 1 20
26533	5309524	2 1 3 2 1 8 1 42
18712	21971904	2 1 3 2 1 8 1 64
18977	0	2 1 3 2 1 8 1 66 4 78 1 202
18673	1522276	2 1 3 2 1 8 1 77 1 82
18765	55878041	2 1 3 2 1 8 5 9 1 10
18990	0	2 1 3 2 1 8 5 9 1 10
18436	0	2 1 3 2 1 8 5 9 1 12
7735	98028649	2 1 3 2 10 78 2 80
32898	64959	2 1 3 2 10 9 1 10 1 13 1 35 1 77
18773	57668958	2 1 3 2 2 14 1 70
7413	818382	2 1 3 2 2 22
7870	1732087	2 1 3 2 2 22
29994	1414590398	2 1 3 2 2 22 1 25 2 77
3077	3459834	2 1 3 2 2 25
14472	18854314	2 1 3 2 2 25
16436	0	2 1 3 2 2 25 1 45
21585	25683005	2 1 3 2 2 25 1 78 1 80
6790	39087213	2 1 3 2 2 25 2 79
6791	39087224	2 1 3 2 2 25 2 79
15217	66225374	2 1 3 2 2 3 1 14 1 81
17353	100962934	2 1 3 2 2 3 1 25 5 78 1 79 1 81
13367	33673017	2 1 3 2 2 3 2 14
15216	66225341	2 1 3 2 2 3 2 14
17510	2121699	2 1 3 2 2 3 2 14
17653	39497660	2 1 3 2 2 3 2 14
23094	3817489	2 1 3 2 2 3 2 14
21683	0	2 1 3 2 2 3 2 42
26249	54576215	2 1 3 2 2 3 2 42
12710	21266886	2 1 3 2 2 3 2 64
12711	21266900	2 1 3 2 2 3 2 64
14128	116557267	2 1 3 2 2 3 2 64
15842	0	2 1 3 2 2 3 2 64
17536	24768647	2 1 3 2 2 3 2 64
21840	6147633	2 1 3 2 2 3 2 64
27650	858859297	2 1 3 2 2 3 2 64
12705	20748861	2 1 3 2 2 3 2 81
13004	70444256	2 1 3 2 2 3 2 81
13544	5969120	2 1 3 2 2 3 2 81
3533	4431827	2 1 3 2 2 309
723	110952	2 1 3 2 2 34
21210	0	2 1 3 2 2 5 1 6 1 173
7281	36901845	2 1 3 2 2 6
8610	36901856	2 1 3 2 2 6
18745	34266165	2 1 3 2 2 6
11720	31699351	2 1 3 2 2 66
16326	0	2 1 3 2 2 7
24962	2358841	2 1 3 2 2 7 1 25 2 77
17023	0	2 1 3 2 2 9 4 12 2 78
7184	112367	2 1 3 2 3 25
16673	0	2 1 3 2 3 78 1 203
17974	92143856	2 1 3 2 3 78 1 79 1 202
17975	92143867	2 1 3 2 3 78 1 79 1 202
9190	0	2 1 3 2 3 78 2 79
18354	0	2 1 3 2 3 78 2 79
26340	53366351	2 1 3 2 3 78 2 79
26341	20556392	2 1 3 2 3 78 2 79
27782	934394	2 1 3 2 3 78 2 79
18516	0	2 1 3 2 3 78 2 79 1 80
22359	0	2 1 3 2 3 9 1 11 1 13 1 17
15063	56608709	2 1 3 2 4 78 1 203
16612	0	2 1 3 2 4 78 1 203
16095	0	2 1 3 2 4 78 1 79 1 80 1 82
16096	0	2 1 3 2 4 78 1 79 1 80 1 82
18163	0	2 1 3 2 4 78 1 79 1 80 1 82
12208	62238339	2 1 3 2 4 78 2 79
15018	52829831	2 1 3 2 4 78 2 79
15407	72993330	2 1 3 2 4 78 2 79
16137	0	2 1 3 2 4 78 2 79
18440	0	2 1 3 2 4 9 1 11 1 13
13003	6925424	2 1 3 2 4 9 1 13 1 17
13035	91763745	2 1 3 2 4 9 1 13 1 17
17203	97218445	2 1 3 2 4 9 1 13 1 17
17567	26449332	2 1 3 2 4 9 1 13 1 17
17873	6856593	2 1 3 2 4 9 1 13 1 17
25451	92904115	2 1 3 2 4 9 1 13 1 17
25210	94246	2 1 3 2 4 9 1 34 1 128 1 157
33080	57669	2 1 3 2 4 9 1 35 1 122 1 124
15390	71521829	2 1 3 2 4 9 2 12
14989	5009927	2 1 3 2 5 78 1 80
21928	20682706	2 1 3 2 5 9 1 10 1 186
21720	0	2 1 3 2 5 9 1 10 1 19 1 35
16922	0	2 1 3 2 5 9 1 12 2 78 2 79 1 80 1 202
3557	4468422	2 1 3 2 5 9 1 13
12585	6031023	2 1 3 2 5 9 1 13
22044	0	2 1 3 2 6 78 2 79 1 203
18373	861093745	2 1 3 2 6 78 4 79
17021	0	2 1 3 2 6 9 2 10 2 12
15192	65148507	2 1 3 2 7 9 1 10 1 17 1 25 1 130 1 178
17329	3137108	2 1 3 2 7 9 2 10 1 13
19954	36640934	2 1 3 2 8 53 4 128
29258	1107645964	2 1 3 2 8 78 4 79
10466	102008082	2 1 3 2 8 9 2 10 1 12 1 35 1 307
16645	0	2 1 3 201 1 203
2684	27761611	2 1 3 25 2 80
31864	7681938	2 1 3 26 1 42 5 78 7 79 1 80 4 81 1 82 1 109 1 126 1 180 5 201
18568	0	2 1 3 3 3 64
1507	15192800	2 1 3 6
17894	764750	2 1 3 6
1498	1513628	2 1 3 75 2 77
10760	2295127	2 1 3 78 1 173
5778	765479	2 1 3 78 1 203
8593	33046194	2 1 3 78 1 209
26237	33046207	2 1 3 78 1 209
3591	4541326	2 1 3 78 1 302
3795	504030	2 1 3 78 1 79 1 162
21224	766176	2 1 3 78 1 79 1 162
12494	766529	2 1 3 78 1 79 1 190
2701	2808766	2 1 3 78 1 79 1 202
11430	1759644	2 1 3 78 1 79 1 202
12755	2808777	2 1 3 78 1 79 1 202
12756	2808799	2 1 3 78 1 79 1 202
6325	932514	2 1 3 78 1 79 1 301
7940	2816571	2 1 3 78 1 79 1 301
26232	3664708	2 1 3 78 1 79 1 301
22978	0	2 1 3 78 1 79 1 80 1 202
17750	60670475	2 1 3 78 1 79 1 80 1 81
2055	19550460	2 1 3 78 1 79 1 80 1 82
997	1193120	2 1 3 78 1 80 1 188
1317	14072867	2 1 3 78 1 80 1 201
5437	695283	2 1 3 78 1 80 1 201
2546	2532583	2 1 3 78 2 79
5984	822504	2 1 3 78 2 79
11257	1192183	2 1 3 78 2 79
12735	2452995	2 1 3 78 2 79
12736	2453001	2 1 3 78 2 79
24296	1759586	2 1 3 78 2 79
11948	529168	2 1 3 78 2 79 1 203
16283	0	2 1 3 78 2 79 1 80
18503	0	2 1 3 78 2 79 1 80
22985	0	2 1 3 78 2 79 1 80 1 201
22984	0	2 1 3 78 3 79 1 202
3284	3809323	2 1 3 78 3 79 1 81
3981	5337724	2 1 3 78 3 79 1 81
4284	5715231	2 1 3 78 3 79 1 81
23037	17373170	2 1 3 78 3 79 1 81
23040	767135	2 1 3 78 3 79 1 81
23153	5441521	2 1 3 78 3 79 1 81
24481	767146	2 1 3 78 3 79 1 81
18505	0	2 1 3 78 4 79
25900	28626688	2 1 3 78 4 79
25931	37602645	2 1 3 78 4 79
27610	20558161	2 1 3 78 4 79
13592	66703262	2 1 3 9 1 10 1 11 1 12 1 203
14391	17057862	2 1 3 9 1 10 1 11 1 12 1 203
8721	0	2 1 3 9 1 10 1 11 1 12 1 78 1 203
2485	2437765	2 1 3 9 1 10 1 11 1 13 1 64
11181	4478108	2 1 3 9 1 10 1 11 1 13 1 64
11702	30364386	2 1 3 9 1 10 1 11 1 78 1 195 1 201
18003	94669951	2 1 3 9 1 10 1 13 1 24 1 25 1 57
9863	13311847	2 1 3 9 1 10 1 57 1 74 1 301 1 306
15412	73474530	2 1 3 9 1 10 2 11 1 12 1 39
15011	52076434	2 1 3 9 1 10 2 12 1 64
15545	90267031	2 1 3 9 1 10 2 12 1 64
15546	90267042	2 1 3 9 1 10 2 12 1 64
11312	14276950	2 1 3 9 1 11 1 12 1 78 1 195
11368	16204721	2 1 3 9 1 11 1 12 1 78 1 195
11829	40650417	2 1 3 9 1 11 1 12 1 78 1 195
3664	475036	2 1 3 9 1 11 1 12 2 78 1 195
59	3228011	2 1 3 9 1 11 1 13 1 17
60	3228022	2 1 3 9 1 11 1 13 1 17
61	3228033	2 1 3 9 1 11 1 13 1 17
62	3228044	2 1 3 9 1 11 1 13 1 17
1838	1740972	2 1 3 9 1 11 1 13 1 17
3514	4371486	2 1 3 9 1 11 1 13 1 17
3760	499752	2 1 3 9 1 11 1 13 1 17
6182	89838	2 1 3 9 1 11 1 13 1 17
23149	4427569	2 1 3 9 1 11 1 13 1 17
1499	15146006	2 1 3 9 1 11 1 13 1 53
11873	4395806	2 1 3 9 1 11 1 13 1 53
12233	63831936	2 1 3 9 1 11 1 13 1 53
12484	4395793	2 1 3 9 1 11 1 13 1 53
6385	943157	2 1 3 9 1 11 1 13 1 57
13380	35480945	2 1 3 9 1 11 1 13 1 57
1267	13632945	2 1 3 9 1 11 2 12
2146	2050240	2 1 3 9 1 11 2 12
11297	13732804	2 1 3 9 1 11 2 12
16851	0	2 1 3 9 1 11 2 12 1 78 1 80
17839	66703159	2 1 3 9 1 11 2 13 1 78
11575	22824324	2 1 3 9 1 11 2 13 2 78
23000	0	2 1 3 9 1 11 2 13 4 78 2 79
15857	0	2 1 3 9 1 11 2 13 5 78
14891	40180696	2 1 3 9 1 11 2 178
2233	2138489	2 1 3 9 1 13 2 17
591	108485	2 1 3 9 1 39
4120	5453678	2 1 3 9 1 39 2 77
18020	94670265	2 1 3 9 2 10 1 13 1 24 1 25 1 64
6403	94859	2 1 3 9 2 10 2 25 1 36
10675	164656239	2 1 3 9 2 10 2 74 6 78 4 79 2 80 1 125 1 201 1 301 1 306
3406	4132778	2 1 3 9 2 11 1 13
3650	4706905	2 1 3 9 2 11 1 13
11569	22539657	2 1 3 9 2 11 1 13
11838	4132723	2 1 3 9 2 11 1 13
11901	4706892	2 1 3 9 2 11 1 13
3296	3854908	2 1 3 9 2 12 1 124
17838	66703115	2 1 3 9 2 12 1 13 1 78
14777	34299553	2 1 3 9 2 12 1 13 2 78
17670	4166692	2 1 3 9 2 12 1 13 2 78
17993	93354337	2 1 3 9 2 12 1 13 2 78
1014	1197348	2 1 3 9 2 12 1 17
6593	1006593	2 1 3 9 2 12 1 17
13656	936890	2 1 3 9 2 12 1 17
4323	579668	2 1 3 9 2 12 1 36
7965	32809168	2 1 3 9 2 53 1 78 2 302 1 307
9460	837649	2 1 3 9 2 57 1 155
9798	10156486	2 1 3 9 2 57 1 155
9841	13059853	2 1 3 9 2 57 1 158
23798	87058	2 1 3 9 3 10 1 25 1 126 1 202
14940	428517446	2 1 3 9 3 10 1 26 1 64 2 77 1 202
18342	0	2 1 3 9 3 12 1 78 1 79
4115	544854	2 1 30 2
988	1190632	2 1 30 2 1 22
21609	55517754	2 1 30 2 1 3 5 78 1 79
12493	16724611	2 1 30 2 1 34
14040	105730798	2 1 30 2 2 19
11073	118249595	2 1 30 2 2 3 2 21 2 22
12072	55517743	2 1 30 2 5 9 1 13
9553	1693465	2 1 30 9 6 10 4 176
5157	630057	2 1 31 2
3800	504530	2 1 31 2 1 19
10580	119113110	2 1 31 2 2 3 2 21 2 22
10582	119925109	2 1 31 2 2 3 2 21 2 22 1 25
1337	14167590	2 1 32 2
2635	26719471	2 1 32 2 2 22
7377	627838	2 1 32 2 2 22
15950	0	2 1 32 2 2 56
5159	630079	2 1 33 2
6611	112992	2 1 33 2 1 32
19161	0	2 1 33 2 1 56
5158	630068	2 1 34 2
6813	42233114	2 1 34 2 1 22
6804	4088226	2 1 34 2 1 34
14645	26720127	2 1 34 2 2 22
5541	7194845	2 1 35 2
10090	22986705	2 1 35 2 1 19
19133	26720183	2 1 35 2 2 22
5542	7194856	2 1 36 2
14644	26719482	2 1 36 2 2 22
31095	26730870	2 1 36 2 2 22
5543	7194867	2 1 37 2
3423	4181957	2 1 38 2
5544	7194878	2 1 39 2
30910	591719	2 1 39 2 1 19
16958	0	2 1 4 10 2 12 4 64
11747	33884694	2 1 4 11 2 12
696	110543	2 1 4 2
13160	13092790	2 1 4 2 1 100
4565	598049	2 1 4 2 1 110
4074	542529	2 1 4 2 1 113
435	106310	2 1 4 2 1 121
1652	1613463	2 1 4 2 1 135
25835	20291605	2 1 4 2 1 135
25890	26158996	2 1 4 2 1 135
5715	761400	2 1 4 2 1 183
5721	761706	2 1 4 2 1 183
5738	762469	2 1 4 2 1 183
460	106683	2 1 4 2 1 19
731	111137	2 1 4 2 1 19
4418	589639	2 1 4 2 1 19
33298	20279496	2 1 4 2 1 19 1 22
22581	71203388	2 1 4 2 1 19 1 22 1 65 11 78 6 79 2 80 1 202
13404	3836235	2 1 4 2 1 19 1 22 1 65 7 78 4 79 2 80 1 202
14279	13882014	2 1 4 2 1 19 1 66
12949	628002	2 1 4 2 1 192
12724	22607109	2 1 4 2 1 206
23047	59173749	2 1 4 2 1 206
465	106730	2 1 4 2 1 22
630	109217	2 1 4 2 1 22
1114	123660	2 1 4 2 1 22
1329	141060	2 1 4 2 1 22
4953	624544	2 1 4 2 1 22
32702	14144355	2 1 4 2 1 22 1 25
32708	14144413	2 1 4 2 1 22 1 25
32712	14144468	2 1 4 2 1 22 1 25
32717	14144526	2 1 4 2 1 22 1 25
32736	14144719	2 1 4 2 1 22 1 25
772	1117197	2 1 4 2 1 22 1 77
29970	53439773	2 1 4 2 1 22 1 77
1883	17952113	2 1 4 2 1 25
2868	3073925	2 1 4 2 1 25
16048	0	2 1 4 2 1 25 1 100
21261	35075231	2 1 4 2 1 25 1 133
1207	13231817	2 1 4 2 1 3 1 14
2675	27522118	2 1 4 2 1 3 1 14
5072	627985	2 1 4 2 1 3 1 14
12215	624226	2 1 4 2 1 3 1 14
13020	818495	2 1 4 2 1 3 1 14
15218	66225512	2 1 4 2 1 3 1 14
21602	1767460	2 1 4 2 1 3 1 14
22060	66050995	2 1 4 2 1 3 1 14
18048	99799834	2 1 4 2 1 3 1 14 1 25
1092	123057	2 1 4 2 1 3 1 20
30689	16630914	2 1 4 2 1 3 1 20
12918	5921824	2 1 4 2 1 3 1 21
16139	0	2 1 4 2 1 3 1 21
18076	0	2 1 4 2 1 3 1 21
18077	0	2 1 4 2 1 3 1 21
18170	0	2 1 4 2 1 3 1 21
25876	5921835	2 1 4 2 1 3 1 21
26632	5921846	2 1 4 2 1 3 1 21
376	104756	2 1 4 2 1 3 1 29
28162	1315053612	2 1 4 2 1 3 1 29
4090	5432611	2 1 4 2 1 3 1 32 5 78 1 79
28159	160256199	2 1 4 2 1 3 1 41
1471	149575	2 1 4 2 1 3 1 42
6542	99661	2 1 4 2 1 3 1 42
14049	1070684	2 1 4 2 1 3 1 42
22659	0	2 1 4 2 1 3 1 42
28068	57403744	2 1 4 2 1 3 1 42
28114	59614878	2 1 4 2 1 3 1 42
28150	40482404	2 1 4 2 1 3 1 42
28166	59614856	2 1 4 2 1 3 1 42
1091	123046	2 1 4 2 1 3 1 44
13293	2350212	2 1 4 2 1 3 1 44
13294	2350245	2 1 4 2 1 3 1 44
14588	2350165	2 1 4 2 1 3 1 44
14591	2350201	2 1 4 2 1 3 1 44
11269	13151069	2 1 4 2 1 3 1 5
12610	13151081	2 1 4 2 1 3 1 5
11221	10573350	2 1 4 2 1 3 1 5 1 25
18945	0	2 1 4 2 1 3 1 5 1 6
17758	61634820	2 1 4 2 1 3 1 5 1 77
19208	10137903	2 1 4 2 1 3 1 6 1 18
3372	404864	2 1 4 2 1 3 1 6 3 9 2 10 1 17 1 24 1 100
2897	31294936	2 1 4 2 1 3 1 63
12676	18589292	2 1 4 2 1 3 1 63
12765	31294925	2 1 4 2 1 3 1 63
15170	624215	2 1 4 2 1 3 1 63
3	1974045	2 1 4 2 1 3 1 64
4	1974056	2 1 4 2 1 3 1 64
6555	998936	2 1 4 2 1 3 1 64
18565	0	2 1 4 2 1 3 1 64
15685	999702	2 1 4 2 1 3 1 66 1 81
11305	141264	2 1 4 2 1 3 1 7 1 20
21860	0	2 1 4 2 1 3 1 7 5 9 1 12
15565	90991701	2 1 4 2 1 3 1 74 1 77
17935	90991687	2 1 4 2 1 3 1 74 1 77
17936	90991698	2 1 4 2 1 3 1 74 1 77
133	6382065	2 1 4 2 1 3 1 77 1 81
7686	52089551	2 1 4 2 1 3 1 77 1 81
4092	543497	2 1 4 2 1 3 1 81
4414	589559	2 1 4 2 1 3 1 81
4421	589822	2 1 4 2 1 3 1 81
7704	6033234	2 1 4 2 1 3 1 81
29424	6033245	2 1 4 2 1 3 1 81
17829	66563982	2 1 4 2 1 3 3 9 3 12 1 78
15048	5617436	2 1 4 2 1 3 4 78 1 79
17920	89216546	2 1 4 2 1 3 4 78 1 79
18271	0	2 1 4 2 1 3 5 78 1 79
14057	108618231	2 1 4 2 1 3 5 9 1 12
15047	5617390	2 1 4 2 1 3 5 9 1 12
21237	5444757	2 1 4 2 1 3 5 9 1 128
265	10137801	2 1 4 2 1 3 5 9 1 157
17645	38582580	2 1 4 2 1 3 7 9 2 10 1 12
1120	123820	2 1 4 2 1 30
2712	28292424	2 1 4 2 1 30
16052	0	2 1 4 2 1 30
29406	6240900	2 1 4 2 1 30
29410	44745291	2 1 4 2 1 30
2109	20193219	2 1 4 2 1 32
11436	17839268	2 1 4 2 1 32
7877	1792172	2 1 4 2 1 32 1 100
11623	26153888	2 1 4 2 1 34
12253	66225409	2 1 4 2 1 34
13895	3405423	2 1 4 2 1 34
28627	53201675	2 1 4 2 1 34 1 100
11319	1462119	2 1 4 2 1 4 1 14 1 82
12945	62108069	2 1 4 2 1 4 1 5 1 82
17498	19764773	2 1 4 2 1 4 1 6 1 14 1 82
942	115764	2 1 4 2 1 4 2 14
5870	78262	2 1 4 2 1 4 2 14
15023	53120744	2 1 4 2 1 4 2 14
5367	67969840	2 1 4 2 1 4 2 64
14854	37746171	2 1 4 2 1 4 2 64
15844	0	2 1 4 2 1 4 2 64
17831	66567122	2 1 4 2 1 4 2 64
171	1001894	2 1 4 2 1 45
12466	998958	2 1 4 2 1 45
12467	999520	2 1 4 2 1 45
13316	2625378	2 1 4 2 1 56
154	7642048	2 1 4 2 1 6
1228	13389429	2 1 4 2 1 6
1459	14919018	2 1 4 2 1 6
5760	7642151	2 1 4 2 1 6
9023	592983	2 1 4 2 1 6
9024	592994	2 1 4 2 1 6
13182	14850227	2 1 4 2 1 6
13183	14850238	2 1 4 2 1 6
19980	111671	2 1 4 2 1 6
30886	16491364	2 1 4 2 1 6 1 22
11383	16627104	2 1 4 2 1 6 1 25
11384	16627115	2 1 4 2 1 6 1 25
2440	2396852	2 1 4 2 1 6 1 77
31233	6938303	2 1 4 2 1 6 1 77
24747	2432635	2 1 4 2 1 6 2 77
31240	14595358	2 1 4 2 1 6 2 77
26953	23784578	2 1 4 2 1 6 5 9 1 10 1 103
2034	1942456	2 1 4 2 1 66
2703	2809678	2 1 4 2 1 66
7839	15232765	2 1 4 2 1 66
30944	14447020	2 1 4 2 1 66 2 77
1609	15870107	2 1 4 2 1 7
1674	1632162	2 1 4 2 1 7
11354	15918088	2 1 4 2 1 7
16447	0	2 1 4 2 1 7 1 66
2724	2849981	2 1 4 2 1 7 1 77
5719	761659	2 1 4 2 1 73
21592	7321484	2 1 4 2 1 8 1 69
14305	14673224	2 1 4 2 1 8 5 9 1 10
21647	0	2 1 4 2 1 8 5 9 1 10 1 66
16901	0	2 1 4 2 10 78 2 80
18908	0	2 1 4 2 10 9 2 10 1 70
18158	0	2 1 4 2 10 9 2 13
18493	0	2 1 4 2 10 9 2 78 2 195
32230	75626947	2 1 4 2 10 9 8 10 2 178
19955	36640989	2 1 4 2 12 53 6 128
14146	119249433	2 1 4 2 13 9 4 10 1 13
14148	119249455	2 1 4 2 13 9 4 10 1 13
22515	116422710	2 1 4 2 16 9 4 10 4 12
22962	925495	2 1 4 2 2 100
24327	3073594	2 1 4 2 2 100
26866	14040756	2 1 4 2 2 100
5124	629458	2 1 4 2 2 135
420	105726	2 1 4 2 2 22
1331	141286	2 1 4 2 2 22
1827	1732098	2 1 4 2 2 22
6252	925155	2 1 4 2 2 22
21504	0	2 1 4 2 2 22 1 66
31161	1767200	2 1 4 2 2 22 1 66
1221	13344008	2 1 4 2 2 25
1982	18854563	2 1 4 2 2 25
8009	4413132	2 1 4 2 2 25
11866	4352958	2 1 4 2 2 25 1 80
6405	94962	2 1 4 2 2 3 1 14 1 81
17932	90951829	2 1 4 2 2 3 1 14 1 81
17933	90951896	2 1 4 2 2 3 2 14
25602	74555	2 1 4 2 2 3 2 14 2 32
14103	115097239	2 1 4 2 2 3 2 25 10 78 2 79
9093	0	2 1 4 2 2 3 2 64
18566	0	2 1 4 2 2 3 2 64
