IdDippr	T(K)	P(Mpa)	rho(g/cm3)	D(cm2/s)
1511	186	0.1	1.5137	3.90E-06	Prielmeier, F. X. and Ludemann, H.-D. (1986) Selfdi¤usion in compressed liquid chloromethane,dichloromethane and trichloromethane. Mol. Phys.58, 593.
1511	186	10	1.5446	3.70E-06	Prielmeier, F. X. and Ludemann, H.-D. (1986) Selfdi¤usion in compressed liquid chloromethane,dichloromethane and trichloromethane. Mol. Phys.58, 593.
1511	186	50	1.5585	3.10E-06	Prielmeier, F. X. and Ludemann, H.-D. (1986) Selfdi¤usion in compressed liquid chloromethane,dichloromethane and trichloromethane. Mol. Phys.58, 593.
1511	210	0.000246	1.4744	7.70E-06	Prielmeier, F. X. and Ludemann, H.-D. (1986) Selfdi¤usion in compressed liquid chloromethane,dichloromethane and trichloromethane. Mol. Phys.58, 593.
1511	210	10	1.4954	7.20E-06	Prielmeier, F. X. and Ludemann, H.-D. (1986) Selfdi¤usion in compressed liquid chloromethane,dichloromethane and trichloromethane. Mol. Phys.58, 593.
1511	210	50	1.5147	6.10E-06	Prielmeier, F. X. and Ludemann, H.-D. (1986) Selfdi¤usion in compressed liquid chloromethane,dichloromethane and trichloromethane. Mol. Phys.58, 593.
1511	210	100	1.5359	5.00E-06	Prielmeier, F. X. and Ludemann, H.-D. (1986) Selfdi¤usion in compressed liquid chloromethane,dichloromethane and trichloromethane. Mol. Phys.58, 593.
1511	233	0.001692	1.4356	1.26E-05	Prielmeier, F. X. and Ludemann, H.-D. (1986) Selfdi¤usion in compressed liquid chloromethane,dichloromethane and trichloromethane. Mol. Phys.58, 593.
1511	233	10	1.4501	1.24E-05	Prielmeier, F. X. and Ludemann, H.-D. (1986) Selfdi¤usion in compressed liquid chloromethane,dichloromethane and trichloromethane. Mol. Phys.58, 593.
1511	233	50	1.4744	1.04E-05	Prielmeier, F. X. and Ludemann, H.-D. (1986) Selfdi¤usion in compressed liquid chloromethane,dichloromethane and trichloromethane. Mol. Phys.58, 593.
1511	233	100	1.5002	8.10E-06	Prielmeier, F. X. and Ludemann, H.-D. (1986) Selfdi¤usion in compressed liquid chloromethane,dichloromethane and trichloromethane. Mol. Phys.58, 593.
1511	270	0.016407	1.3705	2.40E-05	Prielmeier, F. X. and Ludemann, H.-D. (1986) Selfdi¤usion in compressed liquid chloromethane,dichloromethane and trichloromethane. Mol. Phys.58, 593.
1511	270	10	1.3786	2.25E-05	Prielmeier, F. X. and Ludemann, H.-D. (1986) Selfdi¤usion in compressed liquid chloromethane,dichloromethane and trichloromethane. Mol. Phys.58, 593.
1511	270	50	1.4109	1.80E-05	Prielmeier, F. X. and Ludemann, H.-D. (1986) Selfdi¤usion in compressed liquid chloromethane,dichloromethane and trichloromethane. Mol. Phys.58, 593.
1511	270	100	1.4435	1.50E-05	Prielmeier, F. X. and Ludemann, H.-D. (1986) Selfdi¤usion in compressed liquid chloromethane,dichloromethane and trichloromethane. Mol. Phys.58, 593.
1511	299	0.060417	1.3166	3.50E-05	Prielmeier, F. X. and Ludemann, H.-D. (1986) Selfdi¤usion in compressed liquid chloromethane,dichloromethane and trichloromethane. Mol. Phys.58, 593.
1511	299	10	1.3229	3.25E-05	Prielmeier, F. X. and Ludemann, H.-D. (1986) Selfdi¤usion in compressed liquid chloromethane,dichloromethane and trichloromethane. Mol. Phys.58, 593.
1511	299	50	1.3619	2.75E-05	Prielmeier, F. X. and Ludemann, H.-D. (1986) Selfdi¤usion in compressed liquid chloromethane,dichloromethane and trichloromethane. Mol. Phys.58, 593.
1511	333	0.196494	1.2495	4.65E-05	Prielmeier, F. X. and Ludemann, H.-D. (1986) Selfdi¤usion in compressed liquid chloromethane,dichloromethane and trichloromethane. Mol. Phys.58, 593.
1511	333	10	1.2569	3.90E-05	Prielmeier, F. X. and Ludemann, H.-D. (1986) Selfdi¤usion in compressed liquid chloromethane,dichloromethane and trichloromethane. Mol. Phys.58, 593.
1511	333	50	1.3053	3.22E-05	Prielmeier, F. X. and Ludemann, H.-D. (1986) Selfdi¤usion in compressed liquid chloromethane,dichloromethane and trichloromethane. Mol. Phys.58, 593.
1511	368	10	1.187	6.60E-05	Prielmeier, F. X. and Ludemann, H.-D. (1986) Selfdi¤usion in compressed liquid chloromethane,dichloromethane and trichloromethane. Mol. Phys.58, 593.
1511	368	50	1.248	5.30E-05	Prielmeier, F. X. and Ludemann, H.-D. (1986) Selfdi¤usion in compressed liquid chloromethane,dichloromethane and trichloromethane. Mol. Phys.58, 593.
1511	406	10	1.1063	8.70E-05	Prielmeier, F. X. and Ludemann, H.-D. (1986) Selfdi¤usion in compressed liquid chloromethane,dichloromethane and trichloromethane. Mol. Phys.58, 593.
1511	406	50	1.1865	7.15E-05	Prielmeier, F. X. and Ludemann, H.-D. (1986) Selfdi¤usion in compressed liquid chloromethane,dichloromethane and trichloromethane. Mol. Phys.58, 593.
1521	278.15	0.1	1.5171	1.87E-05	Harris, et al. Molecular Physics, 1990 Vol 71, 1205-1221.
1521	278.15	25	1.5480	1.56E-05	Harris, et al. Molecular Physics, 1990 Vol 71, 1205-1221.
1521	278.15	49.9	1.5743	1.38E-05	Harris, et al. Molecular Physics, 1990 Vol 71, 1205-1221.
1521	278.15	74.8	1.5973	1.22E-05	Harris, et al. Molecular Physics, 1990 Vol 71, 1205-1221.
1521	278.15	99.6	1.6181	1.15E-05	Harris, et al. Molecular Physics, 1990 Vol 71, 1205-1221.
1521	278.15	199.2	1.6850	7.86E-06	Harris, et al. Molecular Physics, 1990 Vol 71, 1205-1221.
1521	278.15	250.5	1.7125	6.65E-06	Harris, et al. Molecular Physics, 1990 Vol 71, 1205-1221.
1521	301.6	0.1	1.4727	2.52E-05	Harris, et al. Molecular Physics, 1990 Vol 71, 1205-1221.
1521	301.6	0.1	1.4727	2.58E-05	Harris, et al. Molecular Physics, 1990 Vol 71, 1205-1221.
1521	301.6	25.6	1.5092	2.25E-05	Harris, et al. Molecular Physics, 1990 Vol 71, 1205-1221.
1521	301.6	50.4	1.5388	2.01E-05	Harris, et al. Molecular Physics, 1990 Vol 71, 1205-1221.
1521	301.6	53.6	1.5422	1.96E-05	Harris, et al. Molecular Physics, 1990 Vol 71, 1205-1221.
1521	301.6	100	1.5864	1.54E-05	Harris, et al. Molecular Physics, 1990 Vol 71, 1205-1221.
1521	301.6	101.9	1.5881	1.52E-05	Harris, et al. Molecular Physics, 1990 Vol 71, 1205-1221.
1521	301.6	151	1.6258	1.26E-05	Harris, et al. Molecular Physics, 1990 Vol 71, 1205-1221.
1521	301.6	198.9	1.6569	1.07E-05	Harris, et al. Molecular Physics, 1990 Vol 71, 1205-1221.
1521	301.6	200.4	1.6581	1.09E-05	Harris, et al. Molecular Physics, 1990 Vol 71, 1205-1221.
1521	301.6	225	1.6722	1.03E-05	Harris, et al. Molecular Physics, 1990 Vol 71, 1205-1221.
1521	301.6	249.9	1.6859	9.50E-06	Harris, et al. Molecular Physics, 1990 Vol 71, 1205-1221.
1521	301.6	250.1	1.6862	9.24E-06	Harris, et al. Molecular Physics, 1990 Vol 71, 1205-1221.
1521	301.6	300.2	1.7113	8.05E-06	Harris, et al. Molecular Physics, 1990 Vol 71, 1205-1221.
1521	301.6	350	1.7337	6.94E-06	Harris, et al. Molecular Physics, 1990 Vol 71, 1205-1221.
1521	297.6	389.9	1.7535	6.31E-06	Harris, et al. Molecular Physics, 1990 Vol 71, 1205-1221.
1521	323.15	0.1	1.4311	3.33E-05	Harris, et al. Molecular Physics, 1990 Vol 71, 1205-1221.
1521	323.15	0.1	1.4311	3.22E-05	Harris, et al. Molecular Physics, 1990 Vol 71, 1205-1221.
1521	323.15	0.1	1.4311	3.19E-05	Harris, et al. Molecular Physics, 1990 Vol 71, 1205-1221.
1521	323.15	0.1	1.4311	3.25E-05	Harris, et al. Molecular Physics, 1990 Vol 71, 1205-1221.
1521	323.15	25	1.4718	2.82E-05	Harris, et al. Molecular Physics, 1990 Vol 71, 1205-1221.
1521	323.15	50.1	1.5056	2.44E-05	Harris, et al. Molecular Physics, 1990 Vol 71, 1205-1221.
1521	323.15	75	1.5337	2.18E-05	Harris, et al. Molecular Physics, 1990 Vol 71, 1205-1221.
1521	323.15	100.1	1.5579	1.98E-05	Harris, et al. Molecular Physics, 1990 Vol 71, 1205-1221.
1521	323.15	150	1.5983	1.62E-05	Harris, et al. Molecular Physics, 1990 Vol 71, 1205-1221.
1521	323.15	199.9	1.6318	1.37E-05	Harris, et al. Molecular Physics, 1990 Vol 71, 1205-1221.
1521	322.79	251.3	1.6627	1.18E-05	Harris, et al. Molecular Physics, 1990 Vol 71, 1205-1221.
1521	323.15	301	1.6893	1.04E-05	Harris, et al. Molecular Physics, 1990 Vol 71, 1205-1221.
1521	323.15	350.9	1.7155	9.20E-06	Harris, et al. Molecular Physics, 1990 Vol 71, 1205-1221.
1521	348.15	10	1.4030	3.83E-05	Harris, et al. Molecular Physics, 1990 Vol 71, 1205-1221.
1521	348.15	24.9	1.4300	3.55E-05	Harris, et al. Molecular Physics, 1990 Vol 71, 1205-1221.
1521	348.15	50.1	1.4688	3.11E-05	Harris, et al. Molecular Physics, 1990 Vol 71, 1205-1221.
1521	348.15	76.1	1.5009	2.66E-05	Harris, et al. Molecular Physics, 1990 Vol 71, 1205-1221.
1521	348.15	99.7	1.5254	2.42E-05	Harris, et al. Molecular Physics, 1990 Vol 71, 1205-1221.
1521	348.15	101.5	1.5272	2.43E-05	Harris, et al. Molecular Physics, 1990 Vol 71, 1205-1221.
1521	348.15	149.6	1.5677	2.08E-05	Harris, et al. Molecular Physics, 1990 Vol 71, 1205-1221.
1521	348.15	199.2	1.6016	1.73E-05	Harris, et al. Molecular Physics, 1990 Vol 71, 1205-1221.
1521	348.15	248.8	1.6320	1.54E-05	Harris, et al. Molecular Physics, 1990 Vol 71, 1205-1221.
1521	217	0.00014	1.6239	6.50E-06	Prielmeier, F. X. and Ludemann, H.-D. (1986) Selfdi¤usion in compressed liquid chloromethane,dichloromethane and trichloromethane. Mol. Phys.58, 593.
1521	217	20	1.6364	5.90E-06	Prielmeier, F. X. and Ludemann, H.-D. (1986) Selfdi¤usion in compressed liquid chloromethane,dichloromethane and trichloromethane. Mol. Phys.58, 593.
1521	233	0.00057	1.5964	9.40E-06	Prielmeier, F. X. and Ludemann, H.-D. (1986) Selfdi¤usion in compressed liquid chloromethane,dichloromethane and trichloromethane. Mol. Phys.58, 593.
1521	233	20	1.6114	8.60E-06	Prielmeier, F. X. and Ludemann, H.-D. (1986) Selfdi¤usion in compressed liquid chloromethane,dichloromethane and trichloromethane. Mol. Phys.58, 593.
1521	233	50	1.6322	7.50E-06	Prielmeier, F. X. and Ludemann, H.-D. (1986) Selfdi¤usion in compressed liquid chloromethane,dichloromethane and trichloromethane. Mol. Phys.58, 593.
1521	254	0.00256	1.5964	1.35E-05	Prielmeier, F. X. and Ludemann, H.-D. (1986) Selfdi¤usion in compressed liquid chloromethane,dichloromethane and trichloromethane. Mol. Phys.58, 593.
1521	254	20	1.5784	1.25E-05	Prielmeier, F. X. and Ludemann, H.-D. (1986) Selfdi¤usion in compressed liquid chloromethane,dichloromethane and trichloromethane. Mol. Phys.58, 593.
1521	254	50	1.6032	1.05E-05	Prielmeier, F. X. and Ludemann, H.-D. (1986) Selfdi¤usion in compressed liquid chloromethane,dichloromethane and trichloromethane. Mol. Phys.58, 593.
1521	275	0.00868	1.5229	1.85E-05	Prielmeier, F. X. and Ludemann, H.-D. (1986) Selfdi¤usion in compressed liquid chloromethane,dichloromethane and trichloromethane. Mol. Phys.58, 593.
1521	275	20	1.5448	1.73E-05	Prielmeier, F. X. and Ludemann, H.-D. (1986) Selfdi¤usion in compressed liquid chloromethane,dichloromethane and trichloromethane. Mol. Phys.58, 593.
1521	275	50	1.5735	1.45E-05	Prielmeier, F. X. and Ludemann, H.-D. (1986) Selfdi¤usion in compressed liquid chloromethane,dichloromethane and trichloromethane. Mol. Phys.58, 593.
1521	295	0.02280	1.4868	2.45E-05	Prielmeier, F. X. and Ludemann, H.-D. (1986) Selfdi¤usion in compressed liquid chloromethane,dichloromethane and trichloromethane. Mol. Phys.58, 593.
1521	295	20	1.5121	2.30E-05	Prielmeier, F. X. and Ludemann, H.-D. (1986) Selfdi¤usion in compressed liquid chloromethane,dichloromethane and trichloromethane. Mol. Phys.58, 593.
1521	295	50	1.5446	1.95E-05	Prielmeier, F. X. and Ludemann, H.-D. (1986) Selfdi¤usion in compressed liquid chloromethane,dichloromethane and trichloromethane. Mol. Phys.58, 593.
1521	313	0.04782	1.4868	3.05E-05	Prielmeier, F. X. and Ludemann, H.-D. (1986) Selfdi¤usion in compressed liquid chloromethane,dichloromethane and trichloromethane. Mol. Phys.58, 593.
1521	313	20	1.4823	2.85E-05	Prielmeier, F. X. and Ludemann, H.-D. (1986) Selfdi¤usion in compressed liquid chloromethane,dichloromethane and trichloromethane. Mol. Phys.58, 593.
1521	313	50	1.5183	2.44E-05	Prielmeier, F. X. and Ludemann, H.-D. (1986) Selfdi¤usion in compressed liquid chloromethane,dichloromethane and trichloromethane. Mol. Phys.58, 593.
1521	339	0.11802	1.4042	4.00E-05	Prielmeier, F. X. and Ludemann, H.-D. (1986) Selfdi¤usion in compressed liquid chloromethane,dichloromethane and trichloromethane. Mol. Phys.58, 593.
1521	339	20	1.4382	3.65E-05	Prielmeier, F. X. and Ludemann, H.-D. (1986) Selfdi¤usion in compressed liquid chloromethane,dichloromethane and trichloromethane. Mol. Phys.58, 593.
1521	339	50	1.4798	3.10E-05	Prielmeier, F. X. and Ludemann, H.-D. (1986) Selfdi¤usion in compressed liquid chloromethane,dichloromethane and trichloromethane. Mol. Phys.58, 593.
1521	370	20	1.3842	4.85E-05	Prielmeier, F. X. and Ludemann, H.-D. (1986) Selfdi¤usion in compressed liquid chloromethane,dichloromethane and trichloromethane. Mol. Phys.58, 593.
1521	370	50	1.4336	4.10E-05	Prielmeier, F. X. and Ludemann, H.-D. (1986) Selfdi¤usion in compressed liquid chloromethane,dichloromethane and trichloromethane. Mol. Phys.58, 593.
1521	397	20	1.3355	6.30E-05	Prielmeier, F. X. and Ludemann, H.-D. (1986) Selfdi¤usion in compressed liquid chloromethane,dichloromethane and trichloromethane. Mol. Phys.58, 593.
1521	397	50	1.3932	5.30E-05	Prielmeier, F. X. and Ludemann, H.-D. (1986) Selfdi¤usion in compressed liquid chloromethane,dichloromethane and trichloromethane. Mol. Phys.58, 593.
1606	303.15	3.68	0.299	5.87E-04	Harris, K. R.  The density dependence of the self-diffusion coefficient of chlorotrifluoromethane near the critical temperature.    Physica A:  Statistical Mechanics and Its Applications (Amsterdam, Netherlands)  (1978),  93A(3-4),  593-610. 
1606	303.15	3.69	0.303	5.96E-04	Harris, K. R.  The density dependence of the self-diffusion coefficient of chlorotrifluoromethane near the critical temperature.    Physica A:  Statistical Mechanics and Its Applications (Amsterdam, Netherlands)  (1978),  93A(3-4),  593-610. 
1606	303.15	3.95	0.432	4.02E-04	Harris, K. R.  The density dependence of the self-diffusion coefficient of chlorotrifluoromethane near the critical temperature.    Physica A:  Statistical Mechanics and Its Applications (Amsterdam, Netherlands)  (1978),  93A(3-4),  593-610. 
1606	303.15	3.99	0.487	3.36E-04	Harris, K. R.  The density dependence of the self-diffusion coefficient of chlorotrifluoromethane near the critical temperature.    Physica A:  Statistical Mechanics and Its Applications (Amsterdam, Netherlands)  (1978),  93A(3-4),  593-610. 
1606	303.15	3.97	0.490	3.43E-04	Harris, K. R.  The density dependence of the self-diffusion coefficient of chlorotrifluoromethane near the critical temperature.    Physica A:  Statistical Mechanics and Its Applications (Amsterdam, Netherlands)  (1978),  93A(3-4),  593-610. 
1606	303.15	3.97	0.490	3.39E-04	Harris, K. R.  The density dependence of the self-diffusion coefficient of chlorotrifluoromethane near the critical temperature.    Physica A:  Statistical Mechanics and Its Applications (Amsterdam, Netherlands)  (1978),  93A(3-4),  593-610. 
1606	303.15	3.98	0.562	3.17E-04	Harris, K. R.  The density dependence of the self-diffusion coefficient of chlorotrifluoromethane near the critical temperature.    Physica A:  Statistical Mechanics and Its Applications (Amsterdam, Netherlands)  (1978),  93A(3-4),  593-610. 
1606	303.15	3.98	0.530	3.00E-04	Harris, K. R.  The density dependence of the self-diffusion coefficient of chlorotrifluoromethane near the critical temperature.    Physica A:  Statistical Mechanics and Its Applications (Amsterdam, Netherlands)  (1978),  93A(3-4),  593-610. 
1606	303.15	4	0.585	2.77E-04	Harris, K. R.  The density dependence of the self-diffusion coefficient of chlorotrifluoromethane near the critical temperature.    Physica A:  Statistical Mechanics and Its Applications (Amsterdam, Netherlands)  (1978),  93A(3-4),  593-610. 
1606	303.15	3.99	0.630	2.55E-04	Harris, K. R.  The density dependence of the self-diffusion coefficient of chlorotrifluoromethane near the critical temperature.    Physica A:  Statistical Mechanics and Its Applications (Amsterdam, Netherlands)  (1978),  93A(3-4),  593-610. 
1606	303.15	3.95	0.652	2.46E-04	Harris, K. R.  The density dependence of the self-diffusion coefficient of chlorotrifluoromethane near the critical temperature.    Physica A:  Statistical Mechanics and Its Applications (Amsterdam, Netherlands)  (1978),  93A(3-4),  593-610. 
1606	303.15	4.01	0.697	2.27E-04	Harris, K. R.  The density dependence of the self-diffusion coefficient of chlorotrifluoromethane near the critical temperature.    Physica A:  Statistical Mechanics and Its Applications (Amsterdam, Netherlands)  (1978),  93A(3-4),  593-610. 
1606	303.15	4.02	0.710	2.23E-04	Harris, K. R.  The density dependence of the self-diffusion coefficient of chlorotrifluoromethane near the critical temperature.    Physica A:  Statistical Mechanics and Its Applications (Amsterdam, Netherlands)  (1978),  93A(3-4),  593-610. 
1606	303.15	4.35	0.832	1.75E-04	Harris, K. R.  The density dependence of the self-diffusion coefficient of chlorotrifluoromethane near the critical temperature.    Physica A:  Statistical Mechanics and Its Applications (Amsterdam, Netherlands)  (1978),  93A(3-4),  593-610. 
1606	303.15	5.48	0.937	1.45E-04	Harris, K. R.  The density dependence of the self-diffusion coefficient of chlorotrifluoromethane near the critical temperature.    Physica A:  Statistical Mechanics and Its Applications (Amsterdam, Netherlands)  (1978),  93A(3-4),  593-610. 
1606	303.15	5.49	0.938	1.47E-04	Harris, K. R.  The density dependence of the self-diffusion coefficient of chlorotrifluoromethane near the critical temperature.    Physica A:  Statistical Mechanics and Its Applications (Amsterdam, Netherlands)  (1978),  93A(3-4),  593-610. 
1606	303.15	5.551	0.939	1.49E-04	Harris, K. R.  The density dependence of the self-diffusion coefficient of chlorotrifluoromethane near the critical temperature.    Physica A:  Statistical Mechanics and Its Applications (Amsterdam, Netherlands)  (1978),  93A(3-4),  593-610. 
1606	303.15	5.58	0.943	1.44E-04	Harris, K. R.  The density dependence of the self-diffusion coefficient of chlorotrifluoromethane near the critical temperature.    Physica A:  Statistical Mechanics and Its Applications (Amsterdam, Netherlands)  (1978),  93A(3-4),  593-610. 
1606	303.15	5.61	0.944	1.44E-04	Harris, K. R.  The density dependence of the self-diffusion coefficient of chlorotrifluoromethane near the critical temperature.    Physica A:  Statistical Mechanics and Its Applications (Amsterdam, Netherlands)  (1978),  93A(3-4),  593-610. 
1606	303.15	8.45	1.040	1.23E-04	Harris, K. R.  The density dependence of the self-diffusion coefficient of chlorotrifluoromethane near the critical temperature.    Physica A:  Statistical Mechanics and Its Applications (Amsterdam, Netherlands)  (1978),  93A(3-4),  593-610. 
1606	303.15	8.6	1.045	1.20E-04	Harris, K. R.  The density dependence of the self-diffusion coefficient of chlorotrifluoromethane near the critical temperature.    Physica A:  Statistical Mechanics and Its Applications (Amsterdam, Netherlands)  (1978),  93A(3-4),  593-610. 
1606	303.15	15.47	1.137	9.98E-05	Harris, K. R.  The density dependence of the self-diffusion coefficient of chlorotrifluoromethane near the critical temperature.    Physica A:  Statistical Mechanics and Its Applications (Amsterdam, Netherlands)  (1978),  93A(3-4),  593-610. 
1606	303.15	19.76	1.181	9.27E-05	Harris, K. R.  The density dependence of the self-diffusion coefficient of chlorotrifluoromethane near the critical temperature.    Physica A:  Statistical Mechanics and Its Applications (Amsterdam, Netherlands)  (1978),  93A(3-4),  593-610. 
1606	303.15	31.1	1.269	7.58E-05	Harris, K. R.  The density dependence of the self-diffusion coefficient of chlorotrifluoromethane near the critical temperature.    Physica A:  Statistical Mechanics and Its Applications (Amsterdam, Netherlands)  (1978),  93A(3-4),  593-610. 
1606	303.15	31.43	1.271	7.44E-05	Harris, K. R.  The density dependence of the self-diffusion coefficient of chlorotrifluoromethane near the critical temperature.    Physica A:  Statistical Mechanics and Its Applications (Amsterdam, Netherlands)  (1978),  93A(3-4),  593-610. 
1606	303.15	39.44	1.315	7.06E-05	Harris, K. R.  The density dependence of the self-diffusion coefficient of chlorotrifluoromethane near the critical temperature.    Physica A:  Statistical Mechanics and Its Applications (Amsterdam, Netherlands)  (1978),  93A(3-4),  593-610. 
1606	303.15	69.73	1.419	5.30E-05	Harris, K. R.  The density dependence of the self-diffusion coefficient of chlorotrifluoromethane near the critical temperature.    Physica A:  Statistical Mechanics and Its Applications (Amsterdam, Netherlands)  (1978),  93A(3-4),  593-610. 
1606	303.15	76.6	1.433	5.08E-05	Harris, K. R.  The density dependence of the self-diffusion coefficient of chlorotrifluoromethane near the critical temperature.    Physica A:  Statistical Mechanics and Its Applications (Amsterdam, Netherlands)  (1978),  93A(3-4),  593-610. 
1606	303.15	125.61	1.503	3.90E-05	Harris, K. R.  The density dependence of the self-diffusion coefficient of chlorotrifluoromethane near the critical temperature.    Physica A:  Statistical Mechanics and Its Applications (Amsterdam, Netherlands)  (1978),  93A(3-4),  593-610. 
1606	303.15	140.41	1.517	3.60E-05	Harris, K. R.  The density dependence of the self-diffusion coefficient of chlorotrifluoromethane near the critical temperature.    Physica A:  Statistical Mechanics and Its Applications (Amsterdam, Netherlands)  (1978),  93A(3-4),  593-610. 
1606	303.15	173.5	1.539	3.20E-05	Harris, K. R.  The density dependence of the self-diffusion coefficient of chlorotrifluoromethane near the critical temperature.    Physica A:  Statistical Mechanics and Its Applications (Amsterdam, Netherlands)  (1978),  93A(3-4),  593-610. 
1606	323.15	5.11	0.412	4.53E-04	Harris, K. R.  The density dependence of the self-diffusion coefficient of chlorotrifluoromethane near the critical temperature.    Physica A:  Statistical Mechanics and Its Applications (Amsterdam, Netherlands)  (1978),  93A(3-4),  593-610. 
1606	323.15	5.13	0.418	4.38E-04	Harris, K. R.  The density dependence of the self-diffusion coefficient of chlorotrifluoromethane near the critical temperature.    Physica A:  Statistical Mechanics and Its Applications (Amsterdam, Netherlands)  (1978),  93A(3-4),  593-610. 
1606	323.15	5.56	0.524	3.48E-04	Harris, K. R.  The density dependence of the self-diffusion coefficient of chlorotrifluoromethane near the critical temperature.    Physica A:  Statistical Mechanics and Its Applications (Amsterdam, Netherlands)  (1978),  93A(3-4),  593-610. 
1606	323.15	5.96	0.623	2.84E-04	Harris, K. R.  The density dependence of the self-diffusion coefficient of chlorotrifluoromethane near the critical temperature.    Physica A:  Statistical Mechanics and Its Applications (Amsterdam, Netherlands)  (1978),  93A(3-4),  593-610. 
1606	323.15	6.2	0.670	2.58E-04	Harris, K. R.  The density dependence of the self-diffusion coefficient of chlorotrifluoromethane near the critical temperature.    Physica A:  Statistical Mechanics and Its Applications (Amsterdam, Netherlands)  (1978),  93A(3-4),  593-610. 
1606	323.15	6.58	0.728	2.34E-04	Harris, K. R.  The density dependence of the self-diffusion coefficient of chlorotrifluoromethane near the critical temperature.    Physica A:  Statistical Mechanics and Its Applications (Amsterdam, Netherlands)  (1978),  93A(3-4),  593-610. 
1606	323.15	6.61	0.732	2.31E-04	Harris, K. R.  The density dependence of the self-diffusion coefficient of chlorotrifluoromethane near the critical temperature.    Physica A:  Statistical Mechanics and Its Applications (Amsterdam, Netherlands)  (1978),  93A(3-4),  593-610. 
1606	323.15	7.74	0.834	1.88E-04	Harris, K. R.  The density dependence of the self-diffusion coefficient of chlorotrifluoromethane near the critical temperature.    Physica A:  Statistical Mechanics and Its Applications (Amsterdam, Netherlands)  (1978),  93A(3-4),  593-610. 
1606	323.15	7.76	0.836	1.89E-04	Harris, K. R.  The density dependence of the self-diffusion coefficient of chlorotrifluoromethane near the critical temperature.    Physica A:  Statistical Mechanics and Its Applications (Amsterdam, Netherlands)  (1978),  93A(3-4),  593-610. 
1606	323.15	10.09	0.940	1.59E-04	Harris, K. R.  The density dependence of the self-diffusion coefficient of chlorotrifluoromethane near the critical temperature.    Physica A:  Statistical Mechanics and Its Applications (Amsterdam, Netherlands)  (1978),  93A(3-4),  593-610. 
1606	323.15	14.85	1.045	1.28E-04	Harris, K. R.  The density dependence of the self-diffusion coefficient of chlorotrifluoromethane near the critical temperature.    Physica A:  Statistical Mechanics and Its Applications (Amsterdam, Netherlands)  (1978),  93A(3-4),  593-610. 
1606	323.15	14.85	1.045	1.31E-04	Harris, K. R.  The density dependence of the self-diffusion coefficient of chlorotrifluoromethane near the critical temperature.    Physica A:  Statistical Mechanics and Its Applications (Amsterdam, Netherlands)  (1978),  93A(3-4),  593-610. 
1606	323.15	22.31	1.126	1.07E-04	Harris, K. R.  The density dependence of the self-diffusion coefficient of chlorotrifluoromethane near the critical temperature.    Physica A:  Statistical Mechanics and Its Applications (Amsterdam, Netherlands)  (1978),  93A(3-4),  593-610. 
1606	323.15	24.06	1.142	1.05E-04	Harris, K. R.  The density dependence of the self-diffusion coefficient of chlorotrifluoromethane near the critical temperature.    Physica A:  Statistical Mechanics and Its Applications (Amsterdam, Netherlands)  (1978),  93A(3-4),  593-610. 
1606	323.15	40.93	1.258	8.14E-05	Harris, K. R.  The density dependence of the self-diffusion coefficient of chlorotrifluoromethane near the critical temperature.    Physica A:  Statistical Mechanics and Its Applications (Amsterdam, Netherlands)  (1978),  93A(3-4),  593-610. 
1606	323.15	41.15	1.259	8.10E-05	Harris, K. R.  The density dependence of the self-diffusion coefficient of chlorotrifluoromethane near the critical temperature.    Physica A:  Statistical Mechanics and Its Applications (Amsterdam, Netherlands)  (1978),  93A(3-4),  593-610. 
1606	323.15	70.22	1.369	6.29E-05	Harris, K. R.  The density dependence of the self-diffusion coefficient of chlorotrifluoromethane near the critical temperature.    Physica A:  Statistical Mechanics and Its Applications (Amsterdam, Netherlands)  (1978),  93A(3-4),  593-610. 
1606	323.15	70.37	1.371	6.22E-05	Harris, K. R.  The density dependence of the self-diffusion coefficient of chlorotrifluoromethane near the critical temperature.    Physica A:  Statistical Mechanics and Its Applications (Amsterdam, Netherlands)  (1978),  93A(3-4),  593-610. 
1606	323.15	70.35	1.371	5.98E-05	Harris, K. R.  The density dependence of the self-diffusion coefficient of chlorotrifluoromethane near the critical temperature.    Physica A:  Statistical Mechanics and Its Applications (Amsterdam, Netherlands)  (1978),  93A(3-4),  593-610. 
1606	323.15	119	1.460	4.74E-05	Harris, K. R.  The density dependence of the self-diffusion coefficient of chlorotrifluoromethane near the critical temperature.    Physica A:  Statistical Mechanics and Its Applications (Amsterdam, Netherlands)  (1978),  93A(3-4),  593-610. 
1606	323.15	119.6	1.461	4.58E-05	Harris, K. R.  The density dependence of the self-diffusion coefficient of chlorotrifluoromethane near the critical temperature.    Physica A:  Statistical Mechanics and Its Applications (Amsterdam, Netherlands)  (1978),  93A(3-4),  593-610. 
1606	323.15	150.52	1.494	4.00E-05	Harris, K. R.  The density dependence of the self-diffusion coefficient of chlorotrifluoromethane near the critical temperature.    Physica A:  Statistical Mechanics and Its Applications (Amsterdam, Netherlands)  (1978),  93A(3-4),  593-610. 
1606	323.15	151.46	1.495	4.01E-05	Harris, K. R.  The density dependence of the self-diffusion coefficient of chlorotrifluoromethane near the critical temperature.    Physica A:  Statistical Mechanics and Its Applications (Amsterdam, Netherlands)  (1978),  93A(3-4),  593-610. 
