1725 idDip Tc	PcBar	 acen	 TwuL	TwuM	 TwuM   c(cc/mol) zRa	 Tmin
1403	500.05	2.88	0.3387	1.273	1	0.6465	-6.1126	0.2699	275
1404	584.1	2.46	0.4476	0.4528	0.8149	1.8238	1.8905	0.2586	337
1405	497.1	3.286	0.2465	1.3385	1	0.5286	1.7479	0.2642	262
1407	437.8	4.4	0.2314	1.0839	1	0.643	-1.1444	0.2678	223
1421	587	5.2081	0.2793	0.1971	0.8198	2.2484	-1.7643	0.2679	302
1427	534	3.04	0.2981	0.2027	0.8479	2.5831	2.976	0.2606	288
1431	480.6	3.95	0.2856	0.0853	0.8231	3.0448	11.6371	0.2463	253
1432	539.7	3.22	0.4869	0.375	0.8585	2.4192	-23.8679	0.2842	308
1441	469.15	7.19	0.1974	0.6207	0.8594	0.9605	4.1322	0.2565	227
1442	482.25	4.92	0.2683	0.336	0.83	1.6871	10.4198	0.2456	248
1446	530.6	3.028	0.3688	0.2793	0.8428	2.3806	-3.9336	0.2652	294
1447	536	3.12	0.3802	0.568	0.8316	1.425	0.3397	0.262	297
1455	536.15	3.87061	0.3475	1.2596	1	0.6717	2.1768	0.2587	289
1461	645.6	4.25	0.3502	0.3716	0.8264	1.8339	-0.614	0.2639	347
1478	490.15	5.5	0.2015	0.9942	0.8696	0.6401	-0.6332	0.2698	243
1479	540.15	5.19	0.2254	0.5172	0.8287	1.1418	-0.6084	0.2676	272
1501	556.35	4.56	0.1926	0.2174	0.8228	1.8121	-2.7606	0.2721	280
1502	416.25	6.68	0.151	0.3125	0.846	1.4296	0.5047	0.2686	198
1503	460.35	5.27	0.1886	0.3689	0.8252	1.3384	1.0436	0.2662	227
1504	432	5.67	0.1001	1.0721	0.3534	0.4585	-1.1912	0.2745	203
1511	510	6.08	0.1986	1.3448	1	0.4642	2.8159	0.2633	251
1521	536.4	5.472	0.2219	0.8473	0.8716	0.7617	-4.6795	0.2765	269
1522	523	5.07	0.2339	0.5696	0.8152	1.0619	-4.5259	0.2751	265
1523	561.6	5.37	0.2866	0.2198	0.8567	2.4452	-0.5534	0.2659	289
1524	602	4.48	0.2591	0.1669	0.8226	2.3608	6.293	0.2591	311
1526	572	4.24	0.2564	0.1969	0.8261	2.1983	4.5362	0.2604	297
1527	545	4.3	0.2183	0.1493	0.8507	2.5381	-2.4584	0.2707	278
1529	645	4.09	0.2467	0	0.43	1.11	11.8121	0.2545	335
1541	571	4.91	0.2166	0.6971	0.8571	0.91	-2.0093	0.2707	288
1542	620	4.49	0.2138	1.2026	1	0.5578	0.8955	0.2646	315
1571	632.35	4.5191	0.2499	0.3599	0.8253	1.5543	1.3868	0.2641	326
1572	705	4.07	0.2192	1.5967	0.778	0.4377	12.8329	0.2553	363
1573	683.95	4.07	0.279	0.3681	0.8298	1.6428	3.8309	0.2624	360
1578	660	3.91	0.3123	0.1847	0.8418	2.6862	2.7111	0.261	352
1581	516.5	5.51	0.2234	0.2048	0.8451	2.0956	-4.426	0.2768	258
1585	503.15	4.425	0.215	0.2752	0.8165	1.6682	3.1458	0.2621	255
1587	520.6	3.9	0.2907	0.2168	0.855	2.4713	-2.7749	0.2682	275
1588	571.2	3.352	0.2952	0.3989	0.8335	1.6183	7.939	0.2561	306
1601	384.95	4.125	0.1797	0.1492	0.8586	2.4165	-4.2188	0.2765	192
1602	471.2	4.408	0.1894	0.3599	0.8296	1.3654	-4.738	0.2763	236
1604	369.3	4.971	0.2192	0.5065	0.8274	1.1425	-0.0993	0.2678	185
1606	302	3.87	0.1717	0.1413	0.8584	2.4198	-3.8903	0.2775	150
1609	418.85	3.26	0.252	0.1523	0.8446	2.6386	-5.0568	0.2725	220
1611	487.8	3.393	0.2431	0.1382	0.8425	2.6732	-4.0293	0.271	256
1613	317.42	5.87511	0.1947	0.2537	0.8739	1.9972	6.1328	0.2474	154
1614	351.255	5.784	0.2771	0.2968	0.8542	1.9991	7.256	0.244	177
1615	299.01	4.8162	0.2641	0.387	0.8427	1.5748	2.9427	0.2569	152
1616	227.51	3.745	0.179	0.4987	0.8428	1.0753	-4.4212	0.2811	113
1617	375.31	5.028	0.2179	0.4165	0.8751	1.4524	2.5788	0.2607	187
1619	345.88	3.764	0.2614	0.2844	0.8435	1.9314	4.85	0.2565	179
1620	398.07	3.2192	0.3905	0.9448	0.8718	0.9521	-2.3048	0.2645	220
1623	449.55	1.802	0.4965	0.915	0.8603	1.1297	-3.3707	0.2628	268
1625	502.2	1.478	0.5084	0.1637	0.8089	3.37	10.6434	0.2536	306
1626	523.9	1.296	0.5253	0.2129	0.8172	3.1724	31.6578	0.2448	324
1629	302.8	4.46	0.1362	0.1422	0.8645	2.3323	-0.6234	0.2725	146
1630	306.45	3.944	0.2265	0.295	0.8162	1.64	-1.3926	0.2702	156
1634	411.98	5.132	0.205	0.2183	0.7928	1.7064	-0.1783	0.2665	205
1640	386.44	4.5198	0.2751	0.2964	0.8463	1.952	5.696	0.2534	199
1641	464	6.929	0.1534	0.2956	0.841	1.4581	-0.7023	0.2717	221
1645	503.8	5.565	0.2053	0.2003	0.8673	2.294	-3.5853	0.275	250
1646	339.165	3.6199	0.3053	0.2569	0.8429	2.2482	-1.5351	0.2669	179
1673	650.15	5.4769	0.2067	1.279	1	0.5009	1.2274	0.2663	325
1681	528.2	6.6	0.1567	0.3833	0.8174	1.1315	1.6218	0.2669	253
1691	721.15	4.5191	0.2466	0.3564	0.8209	1.5403	1.3282	0.2652	372
