44	1479	1921	VLE	THF + water
223.109	14.153	0.463	-86	1974 chr fre 1
243.106	1.6455	0.0037	-86	1974 chr fre 1
243.106	2.3366	0.0162	-86	1974 chr fre 1
243.106	3.4147	0.036	-86	1974 chr fre 1
243.106	4.9355	0.066	-86	1974 chr fre 1
243.106	7.7058	0.139	-86	1974 chr fre 1
243.106	9.9025	0.205	-86	1974 chr fre 1
243.106	11.177	0.254	-86	1974 chr fre 1
243.106	12.255	0.304	-86	1974 chr fre 1
243.106	13.021	0.364	-86	1974 chr fre 1
243.106	13.142	0.387	-86	1974 chr fre 1
263.102	3.0256	0.0064	-86	1974 chr fre 1
263.102	3.7835	0.0189	-86	1974 chr fre 1
263.102	4.8869	0.0387	-86	1974 chr fre 1
263.102	6.4443	0.071	-86	1974 chr fre 1
263.102	8.1739	0.116	-86	1974 chr fre 1
263.102	9.4982	0.155	-86	1974 chr fre 1
263.102	10.225	0.18	-86	1974 chr fre 1
263.102	10.984	0.214	-86	1974 chr fre 1
263.102	11.355	0.24	-86	1974 chr fre 1
283.098	5.0977	0.0106	-86	1974 chr fre 1
283.098	5.7441	0.023	-86	1974 chr fre 1
283.098	6.7756	0.0436	-86	1974 chr fre 1
283.098	8.1749	0.08	-86	1974 chr fre 1
283.098	8.8143	0.099	-86	1974 chr fre 1
283.098	9.7181	0.141	-86	1974 chr fre 1
108	908	905		carbon monoxide + nitrogen
70	0.0385	0.1	-86	1937 tor 0
70	0.03648	0.2	-86	1937 tor 0
70	0.03546	0.3	-86	1937 tor 0
70	0.03344	0.4	-86	1937 tor 0
70	0.0304	0.5	-86	1937 tor 0
70	0.02938	0.6	-86	1937 tor 0
70	0.02837	0.7	-86	1937 tor 0
70	0.02634	0.8	-86	1937 tor 0
70	0.02432	0.9	-86	1937 tor 0
75	0.07397	0.1	-86	1937 tor 0
75	0.0709	0.2	-86	1937 tor 0
75	0.06789	0.3	-86	1937 tor 0
75	0.06485	0.4	-86	1937 tor 0
75	0.06282	0.5	-86	1937 tor 0
75	0.05877	0.6	-86	1937 tor 0
75	0.05573	0.7	-86	1937 tor 0
75	0.05269	0.8	-86	1937 tor 0
75	0.04864	0.9	-86	1937 tor 0
80	0.13679	0.1	-86	1937 tor 0
80	0.1317	0.2	-86	1937 tor 0
80	0.12767	0.3	-86	1937 tor 0
80	0.12463	0.4	-86	1937 tor 0
80	0.12058	0.5	-86	1937 tor 0
80	0.1145	0.6	-86	1937 tor 0
80	0.10842	0.7	-86	1937 tor 0
80	0.10436	0.8	-86	1937 tor 0
80	0.0993	0.9	-86	1937 tor 0
85	0.233	0.1	-86	1937 tor 0
85	0.22595	0.2	-86	1937 tor 0
85	0.21988	0.3	-86	1937 tor 0
85	0.21582	0.4	-86	1937 tor 0
85	0.20772	0.5	-86	1937 tor 0
85	0.20062	0.6	-86	1937 tor 0
85	0.1925	0.7	-86	1937 tor 0
85	0.18441	0.8	-86	1937 tor 0
85	0.17935	0.9	-86	1937 tor 0
90	0.34045	0.1	-86	1937 tor 0
90	0.32019	0.2	-86	1937 tor 0
90	0.31613	0.3	-86	1937 tor 0
90	0.306	0.4	-86	1937 tor 0
90	0.29688	0.5	-86	1937 tor 0
90	0.28878	0.6	-86	1937 tor 0
90	0.27864	0.7	-86	1937 tor 0
90	0.27054	0.8	-86	1937 tor 0
90	0.26142	0.9	-86	1937 tor 0
95.0194	0.50865	0.1	-86	1937 tor 0
95.0194	0.48839	0.2	-86	1937 tor 0
95.0194	0.47116	0.3	-86	1937 tor 0
95.0194	0.456	0.4	-86	1937 tor 0
95.0194	0.44076	0.5	-86	1937 tor 0
95.0194	0.42658	0.6	-86	1937 tor 0
95.0194	0.41341	0.7	-86	1937 tor 0
95.0194	0.39821	0.8	-86	1937 tor 0
95.0194	0.385	0.9	-86	1937 tor 0
100.018	0.7599	0.1	-86	1937 tor 0
100.018	0.72447	0.2	-86	1937 tor 0
100.018	0.70016	0.3	-86	1937 tor 0
100.018	0.6789	0.4	-86	1937 tor 0
100.018	0.66165	0.5	-86	1937 tor 0
100.018	0.64443	0.6	-86	1937 tor 0
100.018	0.62315	0.7	-86	1937 tor 0
100.018	0.612	0.8	-86	1937 tor 0
100.018	0.59174	0.9	-86	1937 tor 0
105.015	1.0639	0.1	-86	1937 tor 0
105.015	1.03757	0.2	-86	1937 tor 0
105.015	1.00818	0.3	-86	1937 tor 0
105.015	0.97373	0.4	-86	1937 tor 0
105.015	0.95347	0.5	-86	1937 tor 0
105.015	0.9251	0.6	-86	1937 tor 0
105.015	0.89673	0.7	-86	1937 tor 0
105.015	0.86937	0.8	-86	1937 tor 0
105.015	0.841	0.9	-86	1937 tor 0
110.01	1.41551	0.1	-86	1937 tor 0
110.01	1.38106	0.2	-86	1937 tor 0
110.01	1.34458	0.3	-86	1937 tor 0
110.01	1.30405	0.4	-86	1937 tor 0
110.01	1.26555	0.5	-86	1937 tor 0
110.01	1.22806	0.6	-86	1937 tor 0
110.01	1.19057	0.7	-86	1937 tor 0
110.01	1.1622	0.8	-86	1937 tor 0
110.01	1.12977	0.9	-86	1937 tor 0
115.006	1.89984	0.1	-86	1937 tor 0
115.006	1.834	0.2	-86	1937 tor 0
115.006	1.7833	0.3	-86	1937 tor 0
115.006	1.73367	0.4	-86	1937 tor 0
115.006	1.682	0.5	-86	1937 tor 0
115.006	1.6364	0.6	-86	1937 tor 0
115.006	1.59587	0.7	-86	1937 tor 0
115.006	1.5503	0.8	-86	1937 tor 0
115.006	1.52	0.9	-86	1937 tor 0
120.002	2.4723	0.1	-86	1937 tor 0
120.002	2.3913	0.2	-86	1937 tor 0
120.002	2.31933	0.3	-86	1937 tor 0
120.002	2.2494	0.4	-86	1937 tor 0
120.002	2.1886	0.5	-86	1937 tor 0
120.002	2.13492	0.6	-86	1937 tor 0
120.002	2.08628	0.7	-86	1937 tor 0
120.002	2.03157	0.8	-86	1937 tor 0
120.002	1.986	0.9	-86	1937 tor 0
122.001	2.71044	0.1	-86	1937 tor 0
122.001	2.634	0.2	-86	1937 tor 0
122.001	2.55542	0.3	-86	1937 tor 0
122.001	2.4774	0.4	-86	1937 tor 0
122.001	2.4115	0.5	-86	1937 tor 0
122.001	2.34466	0.6	-86	1937 tor 0
122.001	2.28387	0.7	-86	1937 tor 0
122.001	2.229	0.8	-86	1937 tor 0
122.001	2.19166	0.9	-86	1937 tor 0
14	1876	1521		DMF + chloroform
408.9	0.1013	0.9588	-86.00	2009 ye lin 0
401.4	0.1013	0.923	-86.00	2009 ye lin 0
393.9	0.1013	0.8891	-86.00	2009 ye lin 0
384.2	0.1013	0.8427	-86.00	2009 ye lin 0
376.4	0.1013	0.8032	-86.00	2009 ye lin 0
371.4	0.1013	0.7504	-86.00	2009 ye lin 0
372.1	0.1013	0.7496	-86.00	2009 ye lin 0
359.8	0.1013	0.6545	-86.00	2009 ye lin 0
356.9	0.1013	0.5973	-86.00	2009 ye lin 0
354	0.1013	0.583	-86.00	2009 ye lin 0
350.7	0.1013	0.4972	-86.00	2009 ye lin 0
348.4	0.1013	0.4643	-86.00	2009 ye lin 0
337.8	0.1013	0.218	-86.00	2009 ye lin 0
335.4	0.1013	0.0842	-86.00	2009 ye lin 0
24	1541	1772	 	trichloroethene + acetonitrile 
353.323	0.101	0.029	-86	1967 mat san 0
352.423	0.101	0.051	-86	1967 mat san 0
352.123	0.101	0.059	-86	1967 mat san 0
351.923	0.101	0.062	-86	1967 mat san 0
350.723	0.101	0.102	-86	1967 mat san 0
349.323	0.101	0.161	-86	1967 mat san 0
348.523	0.101	0.215	-86	1967 mat san 0
348.024	0.101	0.272	-86	1967 mat san 0
347.724	0.101	0.331	-86	1967 mat san 0
347.624	0.101	0.386	-86	1967 mat san 0
347.524	0.101	0.415	-86	1967 mat san 0
347.524	0.101	0.42	-86	1967 mat san 0
347.424	0.101	0.438	-86	1967 mat san 0
347.524	0.101	0.464	-86	1967 mat san 0
347.524	0.101	0.48	-86	1967 mat san 0
347.624	0.101	0.537	-86	1967 mat san 0
347.624	0.101	0.671	-86	1967 mat san 0
347.624	0.101	0.77	-86	1967 mat san 0
349.723	0.101	0.854	-86	1967 mat san 0
352.023	0.101	0.91	-86	1967 mat san 0
353.423	0.101	0.94	-86	1967 mat san 0
355.523	0.101	0.965	-86	1967 mat san 0
357.123	0.101	0.975	-86	1967 mat san 0
358.523	0.101	0.989	-86	1967 mat san 0
11	1521	1772	67663	75058
328.136	0.0444	0.04	1979 nag kaw 0	
328.136	0.04897	0.109	1979 nag kaw 0	
328.136	0.05445	0.23	1979 nag kaw 0	
328.136	0.05929	0.338	1979 nag kaw 0	
328.136	0.06279	0.424	1979 nag kaw 0	
328.136	0.06767	0.549	1979 nag kaw 0	
328.136	0.07045	0.638	1979 nag kaw 0	
328.136	0.07546	0.785	1979 nag kaw 0	
328.136	0.07735	0.859	1979 nag kaw 0	
328.136	0.07983	0.934	1979 nag kaw 0	
328.136	0.07999	0.938	1979 nag kaw 0	
56	909	1051		carbon dioxide + acetone
313.15	1.07	0.141	-86	2010 aid aiz 0	1070
313.15	1.54	0.208	-86	2010 aid aiz 0	1540
313.15	2.07	0.269	-86	2010 aid aiz 0	2070
313.15	2.52	0.349	-86	2010 aid aiz 0	2520
313.15	3.04	0.401	-86	2010 aid aiz 0	3040
313.15	3.5	0.459	-86	2010 aid aiz 0	3500
313.15	4.06	0.519	-86	2010 aid aiz 0	4060
313.15	4.54	0.582	-86	2010 aid aiz 0	4540
313.15	5.05	0.65	-86	2010 aid aiz 0	5050
313.15	5.5	0.701	-86	2010 aid aiz 0	5500
313.15	6.02	0.75	-86	2010 aid aiz 0	6020
313.15	6.48	0.809	-86	2010 aid aiz 0	6480
313.15	7.02	0.864	-86	2010 aid aiz 0	7020
313.15	7.58	0.925	-86	2010 aid aiz 0	7580
298.3	0.256	0.0633	-86	2018 hoh des 0	256
298.3	0.441	0.0922	-86	2018 hoh des 0	441
298.3	0.682	0.1375	-86	2018 hoh des 0	682
298.3	0.88	0.1672	-86	2018 hoh des 0	880
298.3	1.075	0.212	-86	2018 hoh des 0	1075
298.2	0.604	0.1066	-86	2018 hoh des 0	604
298.2	1.055	0.2099	-86	2018 hoh des 0	1055
298.2	1.494	0.2962	-86	2018 hoh des 0	1494
298.2	1.955	0.3609	-86	2018 hoh des 0	1955
298.2	2.416	0.4369	-86	2018 hoh des 0	2416
298.2	2.855	0.5159	-86	2018 hoh des 0	2855
298.2	3.481	0.6659	-86	2018 hoh des 0	3481
298.2	3.97	0.7196	-86	2018 hoh des 0	3970
298.2	4.423	0.785	-86	2018 hoh des 0	4423
298.2	5.495	0.9259	-86	2018 hoh des 0	5495
288.2	0.244	0.0713	-86	2018 hoh des 0	244
288.2	0.459	0.1152	-86	2018 hoh des 0	459
288.2	0.673	0.1645	-86	2018 hoh des 0	673
288.2	0.834	0.2015	-86	2018 hoh des 0	834
288.2	1.032	0.2463	-86	2018 hoh des 0	1032
288.1	0.694	0.1459	-86	2018 hoh des 0	694
288.1	1.016	0.2342	-86	2018 hoh des 0	1016
288.1	1.402	0.3355	-86	2018 hoh des 0	1402
288.1	1.802	0.4423	-86	2018 hoh des 0	1802
288.1	2.193	0.5279	-86	2018 hoh des 0	2193
288.1	2.568	0.6187	-86	2018 hoh des 0	2568
288.1	2.95	0.6973	-86	2018 hoh des 0	2950
288.1	3.278	0.7702	-86	2018 hoh des 0	3278
288.1	3.646	0.8227	-86	2018 hoh des 0	3646
273	0.653	0.2048	-86	2018 hoh des 0	653
273	1.007	0.3246	-86	2018 hoh des 0	1007
273	1.355	0.4372	-86	2018 hoh des 0	1355
273	1.735	0.572	-86	2018 hoh des 0	1735
273	2.091	0.6802	-86	2018 hoh des 0	2091
273	2.442	0.7527	-86	2018 hoh des 0	2442
273	2.704	0.8035	-86	2018 hoh des 0	2704
273	3.139	0.9251	-86	2018 hoh des 0	3139
273	0.206	0.0755	-86	2018 hoh des 0	206
273	0.405	0.1395	-86	2018 hoh des 0	405
273	0.59	0.1971	-86	2018 hoh des 0	590
273	0.773	0.2536	-86	2018 hoh des 0	773
273	0.986	0.3181	-86	2018 hoh des 0	986
14	1706	1710		triethylamine + diethylamine
328.875	0.10132	0.015	-86	1962 bit kau 0
329.825	0.10132	0.068	-86	1962 bit kau 0
331.325	0.10132	0.147	-86	1962 bit kau 0
332.974	0.10132	0.218	-86	1962 bit kau 0
337.424	0.10132	0.399	-86	1962 bit kau 0
342.424	0.10132	0.57	-86	1962 bit kau 0
350.273	0.10132	0.785	-86	1962 bit kau 0
353.623	0.10132	0.86	-86	1962 bit kau 0
355.973	0.10132	0.908	-86	1962 bit kau 0
356.293	0.10132	0.91	-86	1962 bit kau 0
357.523	0.10132	0.935	-86	1962 bit kau 0
358.323	0.10132	0.948	-86	1962 bit kau 0
359.173	0.10132	0.961	-86	1962 bit kau 0
360.473	0.10132	0.98	-86	1962 bit kau 0
20	1051	1921		acetone + water
367.276	0.101	0.0084	-86	1984 hua gu 0
360.627	0.101	0.0204	-86	1985 hua gu 0
357.478	0.101	0.0271	-86	1986 hua gu 0
354.579	0.101	0.0318	-86	1987 hua gu 0
347.731	0.101	0.0548	-86	1988 hua gu 0
342.932	0.101	0.0871	-86	1989 hua gu 0
339.733	0.101	0.1203	-86	1990 hua gu 0
336.884	0.101	0.1751	-86	1991 hua gu 0
336.484	0.101	0.1857	-86	1992 hua gu 0
335.484	0.101	0.2562	-86	1993 hua gu 0
334.634	0.101	0.3501	-86	1994 hua gu 0
333.834	0.101	0.4503	-86	1995 hua gu 0
333.634	0.101	0.4802	-86	1996 hua gu 0
333.034	0.101	0.554	-86	1997 hua gu 0
332.435	0.101	0.6091	-86	1998 hua gu 0
331.585	0.101	0.7111	-86	1999 hua gu 0
331.035	0.101	0.7721	-86	2000 hua gu 0
330.385	0.101	0.85	-86	2001 hua gu 0
329.835	0.101	0.9223	-86	2002 hua gu 0
329.535	0.101	0.9659	-86	2003 hua gu 0
13	1051	1181	67641	108952
453.645	0.10132	0.0161	-86	1955 cha gor 0
446.642	0.10132	0.0477	-86	1955 cha gor 0
420.150	0.10130	0.2179	-86	1991 vas gry 0
403.450	0.10130	0.2944	-86	1991 vas gry 0
383.850	0.10130	0.4017	-86	1991 vas gry 0
379.950	0.10130	0.4313	-86	1991 vas gry 0
363.550	0.10130	0.5368	-86	1991 vas gry 0
352.850	0.10130	0.6233	-86	1991 vas gry 0
343.050	0.10130	0.7158	-86	1991 vas gry 0
335.950	0.10130	0.8421	-86	1991 vas gry 0
331.450	0.10130	0.9373	-86	1991 vas gry 0
330.850	0.10130	0.9555	-86	1991 vas gry 0
329.900	0.10130	0.9854	-86	1991 vas gry 0
17	1101	1003		
322.29	0.10132	0.059	-86	1979 dan dob 0
323.91	0.10132	0.155	-86	1979 dan dob 0
326.58	0.10132	0.293	-86	1979 dan dob 0
327.92	0.10132	0.35	-86	1979 dan dob 0
329.15	0.10132	0.395	-86	1979 dan dob 0
330.13	0.10132	0.457	-86	1979 dan dob 0
331.03	0.10132	0.495	-86	1979 dan dob 0
332.10	0.10132	0.553	-86	1979 dan dob 0
333.68	0.10132	0.626	-86	1979 dan dob 0
334.64	0.10132	0.686	-86	1979 dan dob 0
335.36	0.10132	0.734	-86	1979 dan dob 0
335.96	0.10132	0.782	-86	1979 dan dob 0
336.75	0.10132	0.845	-86	1979 dan dob 0
337.22	0.10132	0.905	-86	1979 dan dob 0
337.56	0.10132	0.958	-86	1979 dan dob 0
337.66	0.10132	0.985	-86	1979 dan dob 0
337.69	0.10132	0.988	-86	1979 dan dob 0
10	1051	1105	67641	71363
330.985	0.1013	0.934	-86	1981 rhi kwa 0
333.784	0.1013	0.84	-86	1981 rhi kwa 0
336.084	0.1013	0.769	-86	1981 rhi kwa 0
339.883	0.1013	0.673	-86	1981 rhi kwa 0
345.281	0.1013	0.553	-86	1981 rhi kwa 0
349.58	0.1013	0.475	-86	1981 rhi kwa 0
356.078	0.1013	0.369	-86	1981 rhi kwa 0
362.776	0.1013	0.275	-86	1981 rhi kwa 0
369.175	0.1013	0.191	-86	1981 rhi kwa 0
378.273	0.1013	0.08	-86	1981 rhi kwa 0
5	1181	1041		phenol + benzaldehyde
388.271	0.0133	0.1753	-86	1980 vos res 0
392.97	0.0133	0.4674	-86	1980 vos res 0
395.07	0.0133	0.6675	-86	1980 vos res 0
395.07	0.0133	0.76	-86	1980 vos res 0
394.47	0.0133	0.8537	-86	1980 vos res 0
20	1051	1101	67641	67561
336.594	0.101	0.03	-86	1977 och lu 0
335.404	0.101	0.07	-86	1977 och lu 0
334.304	0.101	0.113	-86	1977 och lu 0
333.244	0.101	0.161	-86	1977 och lu 0
332.085	0.101	0.232	-86	1977 och lu 0
331.255	0.101	0.292	-86	1977 och lu 0
330.485	0.101	0.36	-86	1977 och lu 0
329.855	0.101	0.433	-86	1977 och lu 0
329.345	0.101	0.505	-86	1977 och lu 0
328.875	0.101	0.593	-86	1977 och lu 0
328.625	0.101	0.662	-86	1977 och lu 0
328.495	0.101	0.714	-86	1977 och lu 0
328.445	0.101	0.761	-86	1977 och lu 0
328.435	0.101	0.78	-86	1977 och lu 0
328.445	0.101	0.801	-86	1977 och lu 0
328.455	0.101	0.816	-86	1977 och lu 0
328.495	0.101	0.855	-86	1977 och lu 0
328.565	0.101	0.884	-86	1977 och lu 0
328.655	0.101	0.908	-86	1977 och lu 0
328.765	0.101	0.933	-86	1977 och lu 0
10	1922	1844		hydrogen sulfide + DMSO
323.15	0.202	0.23	-86	2014 sho far 0 !High Uncertainty!
323.15	0.226	0.299	-86	2014 sho far 0
323.15	0.271	0.403	-86	2014 sho far 0
323.15	0.329	0.444	-86	2014 sho far 0
323.15	0.505	0.501	-86	2014 sho far 0
323.15	0.999	0.563	-86	2014 sho far 0
323.15	1.292	0.598	-86	2014 sho far 0
323.15	1.598	0.624	-86	2014 sho far 0
323.15	1.858	0.646	-86	2014 sho far 0
323.15	0.042	0.042	-86	2014 sho far 0
93	909	1521		carbon dioxide + chloroform
278.18	2.332	0.5157	-86	1995 pet flo 0
278.18	1.487	0.2894	-86	1995 pet flo 0
278.25	0.737	0.1342	-86	1995 pet flo 0
278.3	3.733	0.9525	-86	1995 pet flo 0
278.3	2.699	0.6261	-86	1995 pet flo 0
278.32	3.35	0.8524	-86	1995 pet flo 0
278.34	3.024	0.7364	-86	1995 pet flo 0
278.35	1.934	0.397	-86	1995 pet flo 0
283.3	2.597	0.5157	-86	1995 pet flo 0
293.17	2.579	0.397	-86	1995 pet flo 0
293.24	5.289	0.9525	-86	1995 pet flo 0
293.24	3.684	0.6261	-86	1995 pet flo 0
293.25	0.967	0.1342	-86	1995 pet flo 0
293.3	4.164	0.7364	-86	1995 pet flo 0
293.33	3.147	0.5157	-86	1995 pet flo 0
293.33	1.967	0.2894	-86	1995 pet flo 0
303	3.93	0.56	-86	2008 fav fre 0
303	4.26	0.6449	-86	2008 fav fre 0
303	4.99	0.7315	-86	2008 fav fre 0
303	5.45	0.7996	-86	2008 fav fre 0
303	5.64	0.8336	-86	2008 fav fre 0
303	5.8	0.8635	-86	2008 fav fre 0
303	6.25	0.9155	-86	2008 fav fre 0
303	6.45	0.9479	-86	2008 fav fre 0
303	6.5	0.9649	-86	2008 fav fre 0
303.15	0.032	0	-86	2001 scu lub 0
303.15	1.264	0.1425	-86	2001 scu lub 0
303.15	2.05	0.2529	-86	2001 scu lub 0
303.15	2.836	0.3678	-86	2001 scu lub 0
303.15	3.477	0.4673	-86	2001 scu lub 0
303.15	4.05	0.5603	-86	2001 scu lub 0
303.15	4.629	0.6614	-86	2001 scu lub 0
303.15	5.18	0.757	-86	2001 scu lub 0
303.15	5.663	0.8354	-86	2001 scu lub 0
303.15	6.326	0.8926	-86	2001 scu lub 0
303.15	6.525	0.9363	-86	2001 scu lub 0
303.15	6.67	0.9508	-86	2001 scu lub 0
308.18	5.504	0.7364	-86	1995 pet flo 0
308.23	1.218	0.1342	-86	1995 pet flo 0
308.26	4.839	0.6261	-86	1995 pet flo 0
308.31	7.199	0.9525	-86	1995 pet flo 0
308.31	4.082	0.5157	-86	1995 pet flo 0
308.31	2.502	0.2894	-86	1995 pet flo 0
308.34	6.271	0.8524	-86	1995 pet flo 0
308.48	3.319	0.397	-86	1995 pet flo 0
313.04	3.559	0.397	-86	1995 pet flo 0
315.72	8.134	0.9525	-86	1995 pet flo 0
318.27	7.446	0.8524	-86	1995 pet flo 0
320.67	8.705	0.9525	-86	1995 pet flo 0
321.23	8.751	0.9525	-86	1995 pet flo 0
321.49	8.771	0.9525	-86	1995 pet flo 0
323.24	1.503	0.1342	-86	1995 pet flo 0
323.3	5.127	0.5157	-86	1995 pet flo 0
323.31	4.124	0.397	-86	1995 pet flo 0
323.32	7.049	0.7364	-86	1995 pet flo 0
323.34	6.139	0.6261	-86	1995 pet flo 0
323.42	3.097	0.2894	-86	1995 pet flo 0
328.35	8.686	0.8524	-86	1995 pet flo 0
330.74	7.854	0.7364	-86	1995 pet flo 0
335.97	9.602	0.8524	-86	1995 pet flo 0
338.22	8.681	0.7364	-86	1995 pet flo 0
338.25	1.813	0.1342	-86	1995 pet flo 0
338.27	3.727	0.2894	-86	1995 pet flo 0
338.31	7.53	0.6261	-86	1995 pet flo 0
338.32	6.247	0.5157	-86	1995 pet flo 0
338.38	4.999	0.397	-86	1995 pet flo 0
343.29	10.398	0.8524	-86	1995 pet flo 0
345.58	8.224	0.6261	-86	1995 pet flo 0
345.7	9.506	0.7364	-86	1995 pet flo 0
348.37	4.167	0.2894	-86	1995 pet flo 0
348.38	10.863	0.8524	-86	1995 pet flo 0
353.12	2.144	0.1342	-86	1995 pet flo 0
353.14	4.382	0.2894	-86	1995 pet flo 0
353.21	7.402	0.5157	-86	1995 pet flo 0
353.29	10.326	0.7364	-86	1995 pet flo 0
353.39	5.904	0.397	-86	1995 pet flo 0
353.4	11.248	0.8524	-86	1995 pet flo 0
353.41	8.979	0.6261	-86	1995 pet flo 0
356.03	11.424	0.8524	-86	1995 pet flo 0
356.36	11.447	0.8524	-86	1995 pet flo 0
356.92	10.691	0.7364	-86	1995 pet flo 0
360.62	11.061	0.7364	-86	1995 pet flo 0
360.88	9.679	0.6261	-86	1995 pet flo 0
363.19	8.177	0.5157	-86	1995 pet flo 0
364.74	11.447	0.7364	-86	1995 pet flo 0
368.15	2.504	0.1342	-86	1995 pet flo 0
368.19	8.562	0.5157	-86	1995 pet flo 0
368.26	11.762	0.7364	-86	1995 pet flo 0
368.41	6.834	0.397	-86	1995 pet flo 0
368.42	5.082	0.2894	-86	1995 pet flo 0
368.45	10.374	0.6261	-86	1995 pet flo 0
371.21	12.002	0.7364	-86	1995 pet flo 0
371.25	8.802	0.5157	-86	1995 pet flo 0
10	1002	1402		acetaldehyde + diethyl ether
304.293	0.10132	0.058	-86	1979 sus 1
302.893	0.10132	0.099	-86	1979 sus 1
300.244	0.10132	0.194	-86	1979 sus 1
297.794	0.10132	0.293	-86	1979 sus 1
295.895	0.10132	0.391	-86	1979 sus 1
293.895	0.10132	0.539	-86	1979 sus 1
293.195	0.10132	0.658	-86	1979 sus 1
292.795	0.10132	0.801	-86	1979 sus 1
292.795	0.10132	0.842	-86	1979 sus 1
292.895	0.10132	0.926	-86	1979 sus 1
11	1922	1876		hydrogen sulfide + DMF !questionable data
313.15	0.026	0.012	-86	2014 sho far 0
313.15	0.059	0.026	-86	2014 sho far 0
313.15	0.106	0.046	-86	2014 sho far 0
313.15	0.156	0.065	-86	2014 sho far 0
313.15	0.218	0.09	-86	2014 sho far 0
313.15	0.291	0.121	-86	2014 sho far 0
313.15	0.388	0.159	-86	2014 sho far 0
313.15	0.474	0.191	-86	2014 sho far 0
313.15	0.54	0.216	-86	2014 sho far 0
313.15	0.645	0.253	-86	2014 sho far 0
313.15	0.706	0.273	-86	2014 sho far 0
12	1710	1772		diethylamine + acetonitrile
323.15	0.03896	0.0237	-86	2002 cha 0
323.15	0.04321	0.0442	-86	2002 cha 0
323.15	0.04926	0.0777	-86	2002 cha 0
323.15	0.05292	0.1026	-86	2002 cha 0
323.15	0.05761	0.1407	-86	2002 cha 0
323.15	0.06248	0.1883	-86	2002 cha 0
323.15	0.06875	0.2642	-86	2002 cha 0
323.15	0.07339	0.3441	-86	2002 cha 0
323.15	0.07843	0.4727	-86	2002 cha 0
323.15	0.08198	0.5974	-86	2002 cha 0
323.15	0.08493	0.7494	-86	2002 cha 0
323.15	0.08586	0.9107	-86	2002 cha 0
13	1101	1792		
338.133	0.00964	0.0418	-86	1980 mah smi 0
338.133	0.01702	0.0829	-86	1980 mah smi 0
338.133	0.02642	0.1417	-86	1980 mah smi 0
338.133	0.03634	0.2129	-86	1980 mah smi 0
338.133	0.04699	0.3037	-86	1980 mah smi 0
338.133	0.05592	0.3919	-86	1980 mah smi 0
338.133	0.06484	0.4948	-86	1980 mah smi 0
338.133	0.07257	0.596	-86	1980 mah smi 0
338.133	0.07988	0.6988	-86	1980 mah smi 0
338.133	0.08588	0.7853	-86	1980 mah smi 0
338.133	0.09126	0.8606	-86	1980 mah smi 0
338.133	0.0958	0.9185	-86	1980 mah smi 0
338.133	0.0993	0.9584	-86	1980 mah smi 0
9	1521	1792	
293.138	0.0192518	0.9	-86 wei sch 0
293.138	0.0172519	0.8	-86
293.138	0.0149854	0.7	-86
293.138	0.0129323	0.6	-86
293.138	0.0105725	0.5	-86
293.138	0.0085993	0.4	-86
293.138	0.0063461	0.3	-86
293.138	0.0042796	0.2	-86
293.138	0.0021465	0.1	-86
13	1792	1051		
313.14	0.00217	0.9563	-86	1980 mah smi 0
313.14	0.00364	0.9202	-86	1980 mah smi 0
313.14	0.00605	0.8625	-86	1980 mah smi 0
313.14	0.00899	0.7976	-86	1980 mah smi 0
313.14	0.01322	0.7095	-86	1980 mah smi 0
313.14	0.01859	0.6088	-86	1980 mah smi 0
313.14	0.02437	0.5096	-86	1980 mah smi 0
313.14	0.03063	0.4108	-86	1980 mah smi 0
313.14	0.03716	0.3089	-86	1980 mah smi 0
313.14	0.04317	0.217	-86	1980 mah smi 0
313.14	0.0478	0.1455	-86	1980 mah smi 0
313.14	0.05163	0.0831	-86	1980 mah smi 0
313.14	0.0541	0.0429	-86	1980 mah smi 0
18	1521	1791	67663	110861
386.62	0.101	0.030	-86	1976 ezh gol 0
385.12	0.101	0.050	-86	1976 ezh gol 0
384.62	0.101	0.070	-86	1976 ezh gol 0
384.12	0.101	0.080	-86	1976 ezh gol 0
380.12	0.101	0.130	-86	1976 ezh gol 0
374.12	0.101	0.220	-86	1976 ezh gol 0
373.12	0.101	0.240	-86	1976 ezh gol 0
371.63	0.101	0.270	-86	1976 ezh gol 0
370.63	0.101	0.280	-86	1976 ezh gol 0
363.63	0.101	0.380	-86	1976 ezh gol 0
362.13	0.101	0.400	-86	1976 ezh gol 0
356.13	0.101	0.520	-86	1976 ezh gol 0
355.13	0.101	0.540	-86	1976 ezh gol 0
345.63	0.101	0.710	-86	1976 ezh gol 0
342.13	0.101	0.760	-86	1976 ezh gol 0
340.63	0.101	0.785	-86	1976 ezh gol 0
339.63	0.101	0.810	-86	1976 ezh gol 0
335.63	0.101	0.920	-86	1976 ezh gol 0
10	1521	1706	
298.144	0.008847	0.1342	-86	1975 han jon 0
298.144	0.009055	0.2465	-86	1975 han jon 0
298.144	0.009658	0.3415	-86	1975 han jon 0
298.144	0.010576	0.4183	-86	1975 han jon 0
298.144	0.011920	0.4940	-86	1975 han jon 0
298.144	0.012602	0.5211	-86	1975 han jon 0
298.144	0.014685	0.6023	-86	1975 han jon 0
298.144	0.017940	0.7085	-86	1975 han jon 0
298.144	0.021894	0.8374	-86	1975 han jon 0
298.144	0.024426	0.9281	-86	1975 han jon 0
14	1521	501	67663	71432
