24227 TRCID	CASRN	Nist-Kt
11583	23220259	1 1 8 2 1 166
11584	23288019	1 1 2 2 1 27 1 64 1 165
11585	23342258	2 1 2 15 2 16 2 18 3 27 1 29
11586	23381922	3 1 6 2 1 8
11588	2362507	8 15 2 16 1 151 1 159
11589	2370152	3 1 8 2 1 4 1 34
11590	2374610	3 1 1 2 1 75 1 155
11591	2384909	1 1 3 2 1 10
11592	23865954	4 27 3 28 1 59
11593	2395973	2 1 8 15 4 17 2 65
11594	24139375	3 1 5 27 3 28 2 29
11595	2418317	3 1 2 2 1 8 2 58
11596	2424988	2 1 1 5 1 53
11597	24253256	2 1 1 2 1 4 2 5
11598	24254555	2 1 3 2 1 34 1 61
11600	24306181	3 1 20 2 1 8
11601	2431507	1 7 1 99 1 100 1 108
11602	2432873	2 1 20 2 2 52
11603	2436922	5 15 2 17 2 18 1 82
11604	2437721	4 15 2 17 3 18 1 82
11605	2443916	3 1 1 3 1 4 2 130
11606	2451005	1 1 6 15 2 17 1 18 1 19
11607	24523602	3 1 1 4 15 15 2 16 1 21
11608	24551959	3 1 6 2 1 53
11609	24551993	2 1 5 2 1 74
11610	2456680	6 1 6 2 6 19
11611	24724070	1 1 9 2 1 34 1 52
11612	24769399	1 1 9 2 1 148
11613	25006604	2 1 1 3 1 53 2 110
11614	2538683	7 15 4 17 2 82 1 96
11615	25419378	1 1 3 15 2 16 1 18 3 27 1 28
11616	25446359	2 1 16 2 1 3 5 27 1 28
11617	2561219	1 1 7 2 1 54 3 119
11618	25683970	2 1 5 15 1 21 5 27 1 28
11619	260322	9 15 4 17 1 82
11620	26118387	3 1 2 2 1 4 1 42
11621	2612308	2 2 1 3 5 15 1 19 2 34
11622	2613618	5 1 2 2 3 3
11623	26153888	2 1 4 2 1 74
11624	26186016	1 1 16 2 1 13
11625	2622211	1 5 4 27 1 32
11626	26356116	4 1 1 3 5 15 1 21
11627	2639647	2 1 9 2 1 52
11628	26438266	1 1 7 2 7 15 2 17 1 19
11629	26438277	1 1 8 2 7 15 2 17 1 19
11630	26438288	1 1 10 2 7 15 2 17 1 19
11631	26466273	2 1 1 2 1 3 10 15 1 16 1 20
11632	2655950	2 1 16 2 4 15 2 19
11633	2664326	3 1 4 15 1 20 1 57
11634	2672573	3 1 3 15 3 56
11635	26730143	3 1 10 2 1 3
11636	2675889	2 1 1 3 1 166
11637	2676597	6 15 1 16 1 65 4 79
11638	26825832	1 1 16 2 1 128
11639	26886055	4 1 3 15 2 20 1 37
11640	2717422	5 15 2 17 3 18
11641	2717444	1 1 4 15 2 16 2 27 1 32
11642	2721382	2 1 2 2 4 27 1 29
11643	27218048	1 1 2 18 1 65 2 82 1 162 1 175
11644	2741164	2 1 1 3 5 15 1 65
11645	27608011	2 1 4 2 1 3 1 42
11646	27644491	3 1 4 2 2 3 1 204
11647	27656504	7 1 1 2 2 4 1 8
11648	2773582	3 27 1 31 1 32 1 59
11649	278079	5 27 2 28
11650	2782403	1 1 3 2 5 15 1 173
11651	27831136	3 15 2 18 1 22
11652	2789880	8 15 1 16 2 18 1 26
11653	28080866	3 1 1 2 1 4 5 15 1 19
11654	2808802	1 1 4 27 1 28 1 31
11655	28122249	1 1 9 15 1 16 2 19
11656	28122272	8 15 1 16 2 18 1 19
11657	28122283	8 15 1 16 2 18 1 19
11658	28123708	2 1 6 2 1 100
11659	281243	5 27 4 28 1 64
11660	2817712	1 1 1 2 1 30 1 84 1 92
11661	2819412	4 2 20 15 2 16 2 20
11662	2831609	3 15 1 16 1 39 2 136
11663	28343477	3 1 3 2 1 60 1 75
11664	2834904	6 15 2 17 1 37 1 79
11665	2834926	6 15 2 17 1 37 1 79
11666	28495274	2 1 2 27 1 30 1 32 1 61
11667	28634891	3 1 1 3 1 27 2 28 1 29 1 30
11668	286602	7 27 2 28
11669	28746998	9 27 1 28 1 29 1 47 1 205
11670	2876440	1 1 6 2 7 15 2 17 1 19
11671	2876451	1 1 5 2 7 15 2 17 1 19
11672	2876462	1 1 4 2 7 15 2 17 1 19
11673	2876519	1 1 6 2 7 15 2 17 1 19
11674	2876520	1 1 5 2 7 15 2 17 1 19
11675	2876531	1 1 4 2 7 15 2 17 1 19
11676	2876633	1 1 1 2 7 15 2 17 1 46
11677	2876702	1 1 1 2 7 15 1 16 2 17 1 52
11678	2876735	1 1 5 2 7 15 1 16 2 17 1 52
11679	28790865	3 1 1 27 1 28 1 33 1 47
11680	2883070	3 2 9 27 2 28
11681	2883707	1 1 10 2 9 15 4 17 1 19
11682	29022319	4 1 4 2 1 4 1 14
11683	2903120	10 27 1 28 1 29 1 205
11684	29138918	1 1 7 2 4 15 2 16 3 27 1 28
11685	29138941	3 1 12 2 5 15 1 21
11686	2915722	1 1 11 2 5 15 1 56
11688	2923684	1 94 3 101 3 114 3 119 1 124
11689	29379417	2 1 8 2 1 60
11690	29480180	5 15 1 16 5 27 4 28 1 29 1 205
11691	29488275	2 1 1 3 1 148
11692	2955568	2 1 16 2 1 43
11693	296560	20 27
11694	297030	24 27
11695	297245	28 27
11696	2980703	4 2 8 27 2 28
11697	29833690	2 1 12 2 1 7
11698	3017672	1 1 7 2 1 7 1 130
11699	3019225	1 1 1 7 3 27 1 28
11700	30278081	2 1 7 2 1 72
11701	3034977	4 1 2 15 4 56
11702	30364386	2 1 1 4 3 15 2 16 1 18 1 27 1 30
11703	3041165	2 27 1 47 1 63 1 64
11704	3042500	1 1 1 2 3 15 2 18 1 19
11705	3042691	7 15 1 16 2 17 5 27 1 28
11706	30453317	2 1 1 2 2 143
11707	3054635	4 1 12 2 2 3
11708	30654456	1 1 2 2 3 15 2 16 1 19 4 27
11709	307459	2 112 8 114
11710	3074644	4 1 3 2 1 9
11711	3074768	4 1 4 2 1 4
11712	30951883	3 1 16 2 1 75
11713	30982026	3 1 6 2 1 53
11714	3102338	1 1 1 6 1 42
11715	31110653	2 1 3 2 1 155
11716	31124386	2 1 4 2 1 155
11717	3112796	4 15 1 16 6 18 1 160
11718	31543756	3 15 1 18 2 131
11719	3155439	18 2 2 34
11720	31699351	2 1 3 2 2 14
11721	31702337	1 1 1 9 1 99 2 108
11722	3178243	3 2 10 27 2 28
11723	31797645	3 1 1 2 1 4 5 27 1 28
11724	31844958	1 1 2 2 1 7 1 130
11725	31844969	2 1 1 3 1 7 1 130
11726	31849782	1 1 1 2 1 6 1 130
11727	31915761	2 1 1 3 1 6 1 59
11728	31950568	1 1 1 2 1 3 1 5 1 130
11729	31996108	4 1 4 15 2 17 4 56
11730	3206313	3 1 1 2 1 58 2 60 1 171
11731	32121076	1 2 1 6 2 130
11732	3226322	1 1 4 2 4 15 1 19 1 37
11733	32357838	2 1 8 2 1 60
11734	3244540	6 15 3 16 1 80 2 136
11735	3249476	4 1 3 2 1 4 1 60
11736	32620089	1 1 1 2 1 6 1 130
11737	327708	1 1 4 2 1 54 3 119
11738	3299249	1 58 1 112 1 119
11739	33125574	3 1 1 2 4 15 1 18 1 21
11740	33422321	4 1 1 8 1 27 1 28 1 29
11741	33422332	7 15 1 80 3 109 1 173
11742	33622263	1 1 5 2 1 5 1 14
11743	33672514	3 1 1 2 1 143 1 144
11744	33698872	1 1 1 2 1 6 1 94
11745	33717918	2 1 6 2 1 7
11746	33879662	2 1 2 2 1 4 1 99 1 205
11747	33884694	2 1 4 18 2 19
11748	3390134	1 1 2 2 2 27 1 28 2 64
11749	33933798	4 1 4 2 1 3 1 4 1 205
11750	3404806	3 1 2 2 1 3 1 7
11751	34075280	4 1 1 3 1 135
11753	3443832	1 1 13 2 1 3 2 34 1 52
11754	34570597	1 1 1 3 1 4 4 130
11755	3459801	3 1 1 4 5 15 1 16 1 60
11756	34640761	4 27 3 28 1 51
11757	34994815	1 1 19 2 1 128
11758	35021671	1 1 9 2 5 15 1 65
11759	35310851	8 15 3 16 1 19 4 27
11760	35351338	2 1 1 2 2 27 1 29 1 52 2 64
11761	353811	2 1 1 2 1 114
11762	35387634	4 1 1 2 1 4 1 5 1 8
11763	354916	1 101 2 112 1 124
11764	35511934	8 2 10 15 2 19
11765	3552010	2 1 1 3 5 27 1 29 1 205
11766	35599770	1 1 12 2 1 128
11767	359013	2 1 1 2 1 116
11768	359024	1 8 2 108 1 119
11769	3638355	2 1 1 3 2 27 1 28
11770	3652913	7 15 3 16 1 18 1 80
11771	3658795	3 1 3 2 1 3 2 60
11772	3674724	1 1 10 2 9 15 4 17 1 19
11773	3674746	1 1 9 15 4 17 1 19
11774	3674757	1 1 9 15 4 17 1 19
11775	36838718	3 27 1 31 1 63
11776	36865380	1 1 2 2 1 60 1 99
11777	36960222	2 1 1 3 1 34 1 43
11778	37136246	1 62 1 110 1 114 2 119 1 121
11779	371653	2 1 2 2 1 114
11780	3717213	
11781	3717224	
11782	3724616	2 1 12 2 1 52
11783	3725175	4 27 2 28 2 130
11784	3742389	1 1 1 2 2 27 1 28 1 30
11785	3743235	1 1 3 15 1 37 1 65 1 109
11786	375031	1 59 1 112 2 114
11787	37549896	4 1 1 2 1 3 1 8
11788	376658	4 114 1 116
11789	376874	1 9 1 112 2 114 3 119
11790	37866061	3 1 1 9 1 99
11791	3788327	2 1 1 2 1 3 4 27 1 28
11792	3788612	1 1 10 2 9 15 4 17 1 19
11793	38031786	3 1 1 4 1 77
11794	3814559	2 1 1 2 1 3 1 60 1 188
11795	38232041	1 1 32 2 1 94
11796	38393974	5 1 1 4 3 15 2 16 1 21 2 27
11797	3855263	1 1 3 15 1 18 1 19 1 37
11798	38614129	1 1 1 8 3 27 1 64
11799	38614130	1 1 1 8 3 27 1 64
11800	3864184	8 15 2 16 2 18
11801	38667106	4 1 1 27 2 29 1 30
11802	3875512	2 1 1 3 4 27 1 28
11803	3875523	3 1 1 4 4 27 1 28
11804	3876979	5 15 2 17 3 18
11805	38842056	4 1 2 15 4 19
11806	3899363	3 1 2 2 1 8
11807	3920534	6 2 1 3 2 34 1 204
11808	3922369	5 2 1 99 1 106
11809	3937244	2 15 3 18 1 22
11810	3958381	7 27 1 30
11811	3972643	3 1 4 15 1 21 1 131
11812	39736259	1 1 6 2 5 15 1 16 1 52
11813	39761643	5 1 1 4 1 8
11814	3976361	6 15 2 16 4 18
11815	39782439	4 1 1 2 1 4 1 6
11816	3982669	1 1 1 2 3 15 2 18 1 19
11817	3993940	4 2 1 8 1 99 2 108
11818	400613	1 1 5 2 1 54 3 119
11819	40136661	3 1 1 3 2 143
11820	40159077	1 1 1 2 2 27 1 29 2 64 1 86
11821	40239198	5 1 1 2 1 3 1 4 1 43
11822	4032922	5 1 3 2 1 3 1 4
11823	4032944	4 1 4 2 2 3
11824	40339273	8 2 14 15 4 17 2 19
11825	40482460	3 1 1 4 2 27 1 47 1 64 1 84
11826	40571457	1 1 4 27 1 69
11827	4057425	4 1 3 2 1 3 1 8
11828	40625965	4 1 2 15 1 18 2 20 1 37
11829	40650417	2 1 1 4 3 15 2 16 1 18 2 27
11830	4065809	4 27 1 28 1 31 1 204
11832	4076431	10 15 6 17 2 18
11833	408388	1 1 14 2 1 115
11834	4088602	1 1 1 2 1 6 1 34
11835	4089718	1 1 5 2 1 3 2 34
11836	4096724	6 1 2 15 2 21 1 37 1 109
11837	4127451	3 1 1 27 1 28 1 29
11838	4132723	2 1 3 15 2 18 1 20
11839	41438180	3 15 1 18 1 37 1 49
11840	41461750	2 1 1 4 1 99 1 169
11841	4161404	2 1 8 2 2 60
11842	4165815	1 5 1 8 10 15 2 16
11843	4167753	2 1 1 3 4 15 1 19 1 37
11844	4175535	2 1 4 15 2 16 1 27 2 28
11845	4188641	3 1 1 6 1 61
11846	4195884	1 1 4 2 1 52 1 59
11847	41961813	2 1 26 2 1 74
11848	42007738	4 1 4 2 1 3 1 4 1 205
11849	42067481	4 1 1 2 1 3 1 8
11850	42067492	4 1 1 2 1 3 1 8
11851	4209227	1 1 29 2 1 130
11852	42131851	1 1 2 2 1 7 1 108
11853	42131895	2 1 3 2 1 104
11854	4215865	2 1 2 2 1 3 5 15 1 19
11855	4218488	3 1 4 15 1 19 1 20
11856	42211347	14 15 1 16 6 17 1 19
11857	4258939	2 1 2 2 5 27 1 29
11858	42775779	1 1 1 2 3 15 2 16 1 19 4 27
11859	4283801	3 1 2 2 1 4 1 130
11860	42841805	2 1 5 2 1 143
11861	428922	1 60 1 110 1 114 1 123
11862	4291810	2 1 2 2 4 27 2 28
11863	42984190	3 1 3 28
11864	4325499	3 1 4 2 1 101
11865	4328943	4 2 1 3 2 34 1 204
11866	4352958	2 1 4 2 2 27 1 29 2 64
11867	4353280	2 1 5 2 5 60
11868	4358752	4 1 1 3 1 69
11869	4360763	1 1 3 2 2 27 1 28 2 64
11870	4362247	1 27 1 31 1 63 1 64
11871	4373131	1 1 4 15 2 16 2 27 1 32
11872	4384923	6 15 2 17 1 37 1 79
11873	4395806	2 1 3 15 1 18 1 20 1 109
11874	4405167	3 1 1 3 2 27 1 29 2 64
11875	4410757	5 15 1 19 5 27 1 28
11876	4410780	5 15 1 19 4 27 1 28
11877	4411976	3 1 1 9 1 94
11878	4413212	1 1 1 3 8 27 2 28
11879	4430915	2 1 2 27 2 32
11880	4431894	1 2 9 27 2 28
11881	4443554	1 1 19 2 5 27 1 28
11882	4446917	1 1 5 15 1 20 1 60 1 99
11883	4458326	2 1 3 2 1 74
11884	44914036	2 1 2 2 1 3 1 5 1 58
11885	4501513	3 15 1 16 2 18 5 27 1 28
11886	4534605	2 1 12 2 5 15 1 20
11887	4565326	4 15 1 16 2 27 1 151
11888	4575466	4 15 1 16 1 18 5 27 1 28
11889	4594712	1 1 4 15 2 16 1 30 1 47 1 84
11890	460297	2 2 1 124 1 130
11891	4604288	5 15 1 23 1 108
11892	461358	1 2 1 112 1 133
11893	461643	1 1 1 2 1 58 1 119
11894	4616733	1 1 17 2 1 86
11895	4630200	7 15 3 16 1 18 1 80
11896	4663223	1 1 1 7 2 27 1 28
11897	4673318	1 1 2 2 1 77
11898	4674220	4 18 2 136
11899	4706438	9 15 1 16 1 19 1 81 2 84
11900	470655	3 1 1 3 4 27 1 28 1 29 1 205
11901	4706892	2 1 3 15 2 18 1 20
11902	471841	2 1 3 27 2 28 1 29 1 31
11903	4737411	2 1 2 2 1 3 1 99
11904	4737433	2 1 2 2 1 3 4 27 1 28
11905	4741860	2 1 1 9 2 27
11906	4755366	3 1 4 27 1 29 1 32
11907	4773131	4 1 2 3 1 156
11908	489203	4 1 1 3 2 27 3 28
11909	4914890	3 1 2 2 1 8
11910	497325	2 1 3 27 2 28 1 29 1 31
11911	497358	4 27 2 28 1 31
11912	5008720	3 1 1 2 1 3 1 143
11913	501199	1 1 1 5 3 15 1 19 1 37 1 65
11914	50422805	3 1 2 2 1 3 1 6
11915	5058195	1 1 3 2 1 77
11916	506058	1 1 9 2 1 115
11917	50623579	2 1 9 2 1 52
11918	50639026	3 1 6 2 1 3 1 43
11919	5078751	1 1 5 15 1 16 3 27 2 28
11920	50876318	4 1 3 27 2 28 1 29
11921	5129373	4 1 3 2 1 54
11922	5129408	4 1 2 2 1 54
11923	5129464	3 1 4 2 1 53
11924	5132752	2 1 11 2 1 52
11925	5161160	1 1 3 27 1 28 1 143
11926	5161171	1 1 3 27 1 28 1 143
11927	51750653	6 1 2 2 2 4
11928	5184645	6 15 1 16 4 18 1 160
11929	5184758	6 15 1 16 4 18 1 160
11930	5194514	2 1 2 6
11931	5222775	1 5 1 6 1 13
11932	5223596	1 1 1 2 10 15 1 19 1 20
11933	52254383	2 1 11 2 1 7
11934	52315443	1 1 7 2 3 27 1 32
11935	52330071	1 1 3 2 1 74 1 137
11936	52363436	2 1 12 2 1 52
11937	5244882	5 15 1 19 3 27 1 28
11938	5258504	1 1 3 27 1 28 1 143
11939	52709872	1 1 3 2 8 15 2 16 1 65 1 89
11940	52788791	3 1 2 2 1 4 1 59 2 60
11941	52896874	4 1 4 2 2 3
11942	52896932	5 1 3 2 1 3 1 4
11943	52896998	5 1 3 2 1 3 1 4
11944	52897037	5 1 3 2 1 3 1 4
11945	52897117	6 1 1 2 2 3 1 4
11946	52897173	6 1 2 2 2 4
11947	52897195	6 1 1 2 2 3 1 4
11948	529168	2 1 3 27 2 28 1 33
11949	5303242	2 1 16 2 1 52
11950	53184671	2 1 8 2 1 52
11951	5336243	6 1 2 4 1 182
11952	5340307	4 1 1 2 1 4 1 43
11953	5340885	1 1 3 2 1 58 1 77
11954	5342789	5 1 1 2 1 4 1 135
11955	5343964	3 1 2 3 1 51
11956	5344207	2 1 2 2 1 3 1 67
11957	5359386	1 1 8 15 2 16 1 53 2 109
11958	5363644	1 1 4 2 1 5 1 60
11959	53685782	2 1 6 2 1 60
11960	53771883	3 1 1 3 3 27 2 28
11961	53778431	2 1 1 2 2 27 1 29
11962	5385375	5 15 3 16 2 17 5 27 1 28
11963	53897293	2 1 2 2 1 7 1 60
11964	53922671	2 1 1 27 1 28 2 32 1 59
11965	5392574	2 1 5 2 1 4 1 34 1 205
11966	5394365	2 1 1 2 1 29 1 47 1 182
11967	53951454	2 1 1 2 1 3 1 74 1 137
11968	53966362	3 1 1 143 1 144
11969	540476	2 27 1 28 1 59
11970	54105769	2 1 2 2 1 3 5 27 1 28
11971	54268029	2 2 1 4 4 130
11972	54299966	2 1 6 27 1 33
11974	5434275	2 1 2 2 1 4 2 130
11975	54410898	3 1 5 2 1 3 1 43
11976	5445318	3 1 4 2 1 3 1 43
11977	54460990	5 1 3 2 2 3 1 4 1 205
11978	54484616	1 1 3 15 1 19 2 109
11979	5451525	1 1 9 2 1 55
11980	5451809	2 1 8 2 1 52
11981	5451854	2 1 9 2 1 52
11982	5465292	1 1 2 2 4 15 1 16 1 80 1 93
11983	54653268	2 1 2 2 1 4 2 130
11984	54775018	6 1 2 2 3 3 1 4 1 205
11985	54829480	1 30 1 32 1 64 1 128
11986	54833306	1 1 3 2 1 3 10 27 2 28
11987	54837900	1 1 2 2 4 15 1 18 1 80
11988	54889553	1 1 4 2 3 15 2 16 1 19 3 27
11989	54889995	1 1 3 2 9 27 3 28
11990	54890005	1 1 2 2 1 3 10 27 2 28
11991	54890027	2 1 1 2 1 4 10 27 2 28
11992	54934699	2 2 14 27 6 28
11993	54934702	1 1 1 3 14 27 6 28
11994	54934906	2 1 1 4 10 27 2 28
11995	54934917	1 1 1 2 1 3 10 27 2 28
11996	54964839	3 1 7 2 5 27 5 28
11997	54964840	1 1 9 2 7 27 3 28
11998	54964851	3 1 7 2 5 27 5 28
11999	54986628	1 1 11 15 6 17 1 19
12000	54986639	10 15 6 17 2 18
12001	55000538	1 1 6 2 5 15 2 17 2 18 1 19
12002	55000549	1 1 6 2 5 15 2 17 2 18 1 19
12003	55000550	2 1 6 2 6 15 2 17 2 19
12004	55000561	2 1 6 2 6 15 2 17 2 19
12005	55030201	1 1 4 2 1 3 10 27 2 28
12006	55030450	2 1 6 2 2 15 2 16 2 19 3 27
12007	55044105	3 1 16 2 1 3
12008	55044343	1 1 9 2 6 27 3 28
12009	55044365	2 1 8 2 5 27 4 28
12010	55044774	2 1 11 2 1 3 4 27 1 28
12011	55045131	4 1 10 2 2 3
12012	55124771	2 1 14 2 1 3 5 27 1 28
12013	55124793	3 1 19 2 1 3
12014	55124953	5 1 11 2 2 3 1 53
12015	551882	2 1 2 2 1 134
12016	55191189	4 1 4 2 2 53
12017	55191258	3 1 7 2 5 15 1 21
12018	55191361	2 1 16 2 4 15 1 18 1 20
12019	55191383	2 1 16 2 4 15 2 19
12020	55191394	1 1 16 2 3 15 2 18 1 19
12021	55191429	1 1 9 2 9 27 7 28
12022	55191634	1 1 13 2 7 15 2 17 1 19
12023	55255588	1 1 7 2 2 15 2 16 2 18 3 27 1 28
12024	55255599	2 1 6 2 2 15 2 16 1 18 1 19 3 27 1 28
12025	55255748	1 1 14 2 1 3 10 27 2 28
12026	55255851	6 2 1 3 12 27 3 28
12027	55256070	3 1 46 2 1 3
12028	55256092	4 1 44 2 2 3
12029	55268627	1 1 10 2 8 15 1 16 2 18 1 20
12030	55268638	1 1 12 2 10 15 1 16 1 20
12031	55268649	10 2 14 27 6 28
12032	55281919	4 2 2 3 20 27 4 28
12033	55281942	1 1 6 2 1 15 4 16 1 19 10 27 2 28
12034	55282025	3 1 17 2 3 27 3 28
12035	55282036	5 2 1 8 15 15 3 19
12036	55282105	5 1 19 2 1 3 1 4
12037	55282116	4 1 20 2 2 3
12038	55282138	4 1 20 2 2 3
12039	55282296	4 1 22 2 1 4
12040	55282309	4 1 22 2 1 4
12041	55282310	4 1 22 2 1 4
12042	55282321	4 1 22 2 1 4
12043	55282332	4 1 22 2 1 4
12044	55282649	6 2 1 3 15 15 3 19
12045	55282672	1 1 16 2 2 15 3 18 1 19
12046	55319830	3 1 26 2 1 3
12047	55320008	2 1 18 2 1 3 7 27 3 28
12048	55333998	3 1 22 2 1 3
12049	55334082	1 1 12 2 1 3 10 27 2 28
12050	55334093	3 1 10 2 1 3 8 27 4 28
12051	55334139	1 1 13 2 5 15 2 16 2 17 1 19 2 27
12052	55334208	2 1 18 2 4 27 2 28
12053	55334311	7 2 1 3 5 15 1 19 8 27 2 28
12054	55334571	2 2 1 8 15 15 3 19
12055	55334720	2 1 18 2 1 3 5 15 1 19
12056	55334731	9 2 1 3 15 27 3 28
12057	55373869	3 1 24 2 1 3
12058	55373961	1 1 9 2 1 3 14 27 6 28
12059	55401542	3 1 28 2 1 3
12060	55401553	3 1 28 2 1 3
12061	55401702	7 2 1 3 14 27 3 28
12062	55401757	1 1 11 2 9 27 5 28
12063	55401768	1 1 14 2 1 3 8 27 2 28
12064	55401779	1 1 10 2 7 15 4 16 1 19 2 27
12065	55402158	3 1 3 2 1 3 1 14
12066	55429260	4 1 19 2 1 3 2 27 3 28
12067	55429351	9 2 1 3 12 27 3 28
12068	55429362	8 2 1 3 15 27 3 28
12069	55429839	3 1 30 2 1 3
12070	55429840	3 1 30 2 1 3
12071	55517732	3 1 34 2 1 3
12072	55517743	2 1 30 2 5 15 1 20
12073	55517889	2 1 28 2 4 15 2 19
12074	55517890	3 1 32 2 1 3
12075	55521272	2 1 26 2 1 3 5 27 1 28
12076	55554080	3 1 9 2 1 53
12077	5557982	4 1 2 2 1 3 1 8
12078	55682901	1 1 8 2 9 15 6 17 1 19
12079	557755	1 5 1 204
12080	560225	4 1 1 3 1 4 1 5
12081	560236	4 1 1 2 1 4 1 7
12082	56052143	1 1 5 2 5 15 1 57
12083	56103674	6 1 2 2 2 15 1 18 2 21 1 37
12084	56147638	1 1 1 2 4 15 2 16 2 27 1 28
12085	5617323	6 2 2 39 4 60
12086	5617425	1 1 6 2 4 27 1 28
12087	56247768	1 1 8 2 1 8 14 15 2 16 4 17
12088	56247940	1 1 8 2 3 15 4 16 2 17 1 19 6 27
12089	56247962	1 1 18 2 4 27 1 28 1 43
12090	56247973	2 1 26 2 5 15 1 20
12091	56248658	1 1 15 2 4 15 2 16 2 27 1 28
12092	56248669	1 1 6 2 11 15 6 17 1 19
12093	56292649	3 1 1 4 7 27 3 28
12094	56292672	10 27 6 28
12095	56325565	7 27 1 28 1 30 1 130
12096	5634220	1 1 20 2 5 15 1 19
12097	5634300	1 1 11 2 4 27 1 28
12098	56375883	1 1 3 2 1 99 1 100
12099	5637967	2 1 15 2 1 3 5 15 1 19
12100	564034	4 1 1 3 1 4 1 5
12101	5648293	2 1 1 2 3 60
12102	56544184	4 1 1 3 1 7 1 61
12103	56544195	5 1 1 9 1 61
12104	5668939	1 1 9 15 2 16 1 19
12105	5669090	5 1 3 3 2 60
12106	56762006	4 1 4 2 1 3 1 61
12107	5676324	1 1 2 2 5 15 1 24
12108	56888881	3 1 7 2 1 8
12109	57123349	3 1 1 2 1 4 10 15 1 16 1 20
12110	5715275	2 1 2 28 2 30
12111	5723933	6 1 8 15 2 16 2 21
12112	574390	8 15 3 16 1 42 1 81
12114	577559	4 1 4 15 2 20
12115	5789311	2 1 2 2 10 15 2 20
12116	5789355	2 1 10 15 2 20
12117	580198	6 15 2 17 1 79 1 82
12118	58049915	2 1 2 27 1 29 1 30
12119	58195372	7 15 1 16 2 17 3 27 1 32
12120	5828513	7 15 2 16 1 18 1 80 1 151
12121	5856677	2 1 55 2
12122	586674	2 1 1 7 3 27 1 28 1 32
12123	5910758	2 1 23 2 1 72
12124	5921802	3 1 6 2 1 3 2 60
12125	59368159	1 1 5 27 1 29 1 137
12126	59383674	2 1 1 4 3 27 1 28 1 205
12127	59387927	4 1 2 2 2 3 1 43
12129	594387	3 1 1 2 1 4 1 128
12130	594525	4 1 1 3 1 4 1 130
12131	594592	4 1 1 3 1 4 1 128
12132	59697517	1 1 3 2 1 8 2 108
12133	59697551	1 1 3 2 1 8 2 108
12134	597046	3 1 1 2 1 42 1 54
12135	597455	4 1 1 2 1 3 1 135
12136	597557	2 1 2 2 10 15 2 19 1 54 1 58
12137	597773	4 1 3 2 1 3 1 4 1 205
12138	597900	3 1 5 2 1 4 1 205
12139	598174	1 1 1 2 1 3 2 130
12140	600282	2 1 1 30 1 33 1 83
12141	6006151	4 1 1 2 1 3 1 75
12142	6008179	4 1 12 2 1 4
12143	603021	2 15 2 18 2 136
12144	603134	3 15 3 136
12145	603269	14 15 2 16 1 18 1 20
12146	60415614	3 1 3 2 1 3 1 52
12147	605038	11 15 2 16 2 17 1 82
12148	605049	11 15 2 16 2 17 1 82
12149	60569144	1 1 2 2 1 75 1 119 2 135 3 137
12150	605834	1 1 9 15 4 17 1 19
12151	607318	1 1 6 15 2 17 1 65 1 82
12152	607501	14 15 1 16 4 17 1 19
12153	60899390	1 1 10 2 7 15 2 17 1 19
12154	6090160	4 1 1 2 2 8
12155	609132	1 1 1 2 1 42 1 53 1 130
12156	609416	2 30 1 42 1 84
12157	6108618	2 1 2 6
12158	611074	3 15 1 37 1 109 1 136
12159	6111882	5 1 1 2 1 4 1 101
12160	6114187	2 1 14 2 1 6 1 52
12161	61228102	4 1 3 2 1 4 1 14
12162	612613	6 15 2 17 1 82 1 109
12163	612953	11 15 2 16 2 17 1 82
12164	613592	12 15 1 16 2 17 1 19
12165	6137297	3 1 4 2 1 3 1 43
12166	6141680	4 1 1 4 2 32 1 64
12175	6148374	2 1 2 2 2 32 1 64
12176	61531451	2 1 10 2 1 52
12177	61563255	3 15 1 18 2 131
12178	6165408	3 1 12 2 1 3
12179	6165442	4 2 10 27 2 28
12180	616557	6 1 2 15 1 18 2 21 1 37
12181	617538	3 1 1 8 2 58
12182	617801	2 1 2 2 1 87
12183	61827858	1 1 1 2 3 15 2 18 1 19
12184	61827870	1 1 2 15 3 18 1 19
12185	61828077	1 1 21 2 5 27 1 28
12186	618348	5 15 1 24 1 108
12187	61847787	4 1 1 2 1 3 1 8
12188	61847970	2 1 14 2 1 14
12189	61860751	2 27 1 32 1 59 1 64
12190	61886644	2 1 14 2 1 14
12191	61886677	1 1 7 2 7 15 2 17 1 19
12192	619205	1 1 4 15 1 19 1 96
12193	62016131	5 1 2 2 3 3
12194	62016539	1 1 17 2 4 27 1 28
12195	62016711	4 1 2 27 2 28 1 29
12196	62016755	1 1 15 2 1 99
12197	620188	4 15 1 22 1 37
12198	620473	9 15 1 16 1 18 1 19
12199	62101319	3 1 9 2 1 4 1 205
12200	62108229	5 1 5 2 3 3
12201	62108412	5 1 1 2 2 4 1 59
12202	62127611	1 1 1 2 1 4 3 130
12203	62155413	1 1 1 2 9 15 1 16 2 19
12204	62184832	3 1 2 27 1 29 1 32
12205	6221938	2 1 11 2 1 52
12206	6221983	2 1 14 2 1 52
12207	6221994	2 1 16 2 1 52
12208	62238339	2 1 3 2 4 27 2 28
12209	62322412	3 1 1 6 1 59 1 62
12210	623347	1 1 1 2 1 3 2 99
12211	62338027	2 1 2 28 1 31
12212	6236880	2 1 1 2 4 27 2 28
