24227 TRCID	CASRN	Nist-Kt
7494	1825598	2 1 1 2 10 15 2 16 1 203
7495	1825827	1 1 1 2 3 110 1 203
7497	1873887	7 1 1 200 1 202 1 203
7499	2553197	2 1 1 2 10 15 2 16 1 60 1 203
7502	3277267	4 1 1 199 1 202
7503	33022241	4 1 8 15 4 16 2 200
7504	3390612	3 1 25 15 5 16 1 200 2 203
7506	3651238	2 2 2 5 2 110 1 200
7507	3937302	2 1 1 2 1 5 1 199
7508	3965637	6 1 1 62 1 203
7509	4098300	12 1 6 200
7510	4170461	2 1 1 3 3 110 1 200
7511	540976	12 1 6 203
7512	541015	16 1 1 200 6 203
7513	541026	10 1 5 203
7514	541059	6 1 3 203
7515	542916	2 1 2 2 1 198
7516	546441	7 1 5 15 1 16 1 200 2 203
7517	556694	18 1 1 200 7 203
7518	56337	4 1 10 15 2 16 1 200 1 203
7519	592096	2 2 3 110 1 112 1 200
7525	617867	3 1 3 2 1 199
7526	631367	4 1 4 2 1 200
7527	684004	1 99 1 100 3 110 1 200
7528	694531	5 15 1 16 1 197
7544	75763	4 1 1 200
7545	75774	3 1 1 110 1 200
7546	75785	2 1 2 110 1 200
7547	762721	3 1 1 2 1 5 1 200
7549	766778	2 1 5 15 1 16 1 199
7550	768332	2 1 5 15 1 16 1 110 1 200
7551	76868	15 15 3 16 1 110 1 200
7552	776761	1 1 10 15 2 16 1 199
7553	7783611	4 119 1 200
7557	780698	3 1 1 2 5 15 1 16 2 60 1 203
7558	78079	4 1 2 2 2 60 1 203
7559	78137	8 1 9 2 4 3 3 60 1 203
7560	78626	4 1 1 2 1 60 1 203
7561	80104	10 15 2 16 2 110 1 200
7562	807283	2 1 20 15 4 16 1 200 1 203
7565	98135	5 15 1 16 3 110 1 200
7566	992949	1 1 1 197
7567	993077	3 1 1 199
7568	994309	3 1 3 2 1 110 1 200
7569	994490	6 1 6 2 1 200 1 203
7571	994796	4 1 12 2 1 200
7582	1438864	2 1 20 15 4 16 3 203
7583	1719535	2 1 2 2 2 110 1 200
7584	17928288	10 1 1 200 3 203
7585	18244956	1 1 3 5 1 200
7586	18752211	1 2 1 5 15 15 3 16 1 200
7587	30681904	3 1 2 27 1 28 1 200
7593	75945	1 5 3 110 1 200
7594	775564	3 1 1 2 5 15 1 16 1 60 1 203
7596	113597	1 1 2 2 1 8 7 15 3 16 1 74 1 109 1 151
7597	100538	5 15 1 16 1 139
7598	10224916	3 1 8 15 1 16 2 19 1 20
7599	1120598	1 27 1 30 1 143
7600	106025	14 27 1 47 1 64
7601	111444	1 2 1 60 2 99
7602	103719	5 15 1 177
7603	104905	2 1 1 2 1 78
7604	105828	3 1 2 2 1 3 2 60
7605	109955	1 1 1 2 1 193
7607	112492	4 2 2 59 2 60
7608	111308	3 2 2 48
7609	107211	1 38
7610	355022	1 112 5 114 1 117
7611	107186	1 2 1 5 1 34
7612	1119875	1 1 10 2 1 3 1 34 1 204
7613	1121331	2 1 2 27 2 28 1 47
7614	1070719	1 13 1 91
7616	2117115	1 1 1 2 1 3 1 13 1 204
7617	1003196	2 1 2 2 2 27 1 29
7619	91010	10 15 1 16 1 20 1 204
7620	521120	4 1 8 27 6 28 2 29 1 47 1 52
7621	58220	2 1 8 27 4 28 2 29 1 32 1 47 1 204
7622	5954712	2 1 1 28 1 144
7623	4180238	2 1 4 15 1 23 1 65
7624	87785	2 2 4 3 2 34 4 204
7626	593771	1 34 1 71
7628	2696302	1 1 1 2 1 5 1 14 1 74
7629	152625	2 1 6 27 4 28 2 29 1 30 1 32 1 42 1 47
7632	662351	1 112 2 114 1 115
7633	4389097	8 15 2 16 4 17 3 27
7634	17742788	3 1 1 34 1 60 1 62
7635	29709088	2 1 14 2 1 3 1 94
7636	37909958	1 1 2 2 9 15 2 16 1 19
7637	7606793	1 1 1 166 1 168
7638	20121964	2 1 12 2 1 3 1 94
7639	122327	3 1 41 2 1 3 3 6 3 52
7640	3942549	4 15 1 65 1 109 1 166
7641	6165964	2 13 2 14
7642	3115284	2 1 6 2 1 3 1 94
7643	53167	1 1 3 15 2 16 6 27 3 28 1 29 1 37 1 47
7644	38454352	2 1 8 2 8 15 1 16 1 19 1 56 1 65
7645	531453	6 30 1 33
7646	20103100	2 15 2 37 2 109
7647	7576650	9 15 3 16 2 17 1 28 1 37 2 47 1 82
7648	13002089	3 1 6 2 1 3 2 60
7649	147739	2 3 2 94 2 204
7650	18801633	4 18 2 136
7651	19327390	1 1 10 2 1 39 3 60
7653	73325	2 1 1 2 1 3 1 68 1 94
7654	76573	2 1 2 15 3 16 3 27 4 28 1 29 1 30 1 64 1 65 1 84 1 204
7655	5989548	2 1 1 7 3 27 1 28 1 32
7656	2623918	1 1 1 2 1 68 1 94
7658	10025782	3 110 1 199
7662	13465786	1 110 1 197
7664	14986211	6 110 1 200 1 203
7665	1590870	2 197
7666	1609194	2 1 2 2 1 110 1 199
7667	1631841	5 15 1 16 2 110 1 199
7668	2372318	3 5 1 199
7669	2633570	3 2 3 5 5 15 1 16 1 200
7670	287558	2 27 2 198
7673	797773	6 1 10 15 2 16 1 200 2 203
7674	1908118	6 1 12 2 2 3 8 27 5 28 2 29 1 32 1 52
7675	1422986	1 45 2 101 1 110 1 114 4 119 1 124
7676	16493804	2 1 6 2 1 3 1 94
7677	19009564	2 1 7 2 1 3 1 48
7678	20225245	2 1 3 2 1 3 1 94
7679	3212600	2 27 1 28 1 30 1 204
7680	338647	1 115 1 123
7681	354110	1 106 1 123
7682	374016	1 1 1 3 1 112 1 204
7683	382343	1 59 1 112 1 114 1 116
7684	422480	1 101 1 112 1 119 1 123
7685	4534558	2 1 11 2 5 15 1 20
7686	52089551	2 1 4 2 1 53 1 204
7687	5333426	2 1 17 2 1 3 1 34
7688	5440891	2 1 6 2 1 3 1 42
7689	547648	2 1 1 53 1 204
7690	58654674	2 1 4 2 1 3 1 42
7691	6165522	1 1 8 15 1 16 2 18 1 20
7692	624522	1 1 4 2 1 34 1 41
7693	627929	2 1 3 2 1 3 1 34 1 41
7694	6628213	1 1 1 2 1 53 1 99 1 110
7695	66793962	5 1 2 2 2 4 1 205
7696	772463	2 1 1 2 1 4 5 15 1 19 1 205
7697	5392405	3 1 2 2 2 8 1 48
7698	2385775	3 1 3 2 1 3 1 8 1 48
7699	65031961	1 1 2 2 1 52 1 188
7700	15448472	1 1 1 188
7701	16088623	1 1 1 188
7702	19132060	2 1 2 3 2 204
7703	1989522	6 1 14 2 2 3 8 27 5 28 2 29 1 32 1 52
7704	6033234	2 1 4 2 1 3 1 204
7705	604320	5 1 3 2 2 3 5 15 8 27 5 28 2 29 1 32 1 56
7706	58899	6 100
7707	2217405	4 15 2 16 3 27 1 68
7708	600000	3 1 1 2 1 54 1 130
7709	630206	1 99 1 106
7710	1125275	1 1 1 2 5 15 1 16 2 110 1 200
7714	4468660	2 1 2 2 1 190
7715	3680022	1 1 1 5 1 155
7716	51285	3 15 1 37 2 136
7718	928472	1 1 2 2 1 42 1 143
7719	51803782	1 1 8 15 1 16 1 65 1 80 1 136 1 155
7720	10453868	4 1 1 2 1 8 5 15 1 19 1 28 1 29 2 32 1 53 1 64
7721	1188018	1 1 1 68 1 94 1 168
7722	132865	6 15 2 17 2 37
7723	138658	3 15 1 20 2 37 1 67 1 204
7724	1927259	2 2 1 34 1 68 1 94
7725	443798	2 1 1 2 1 3 1 68 1 94
7726	59518	2 2 1 68 1 94 1 142
7727	609369	3 27 1 28 1 83 1 94
7728	615827	2 1 1 2 1 3 1 68 1 94 1 168
7731	6915157	1 2 1 3 2 94 1 204
7733	7778850	1 1 1 2 1 3 2 59
7735	98028649	2 1 3 2 10 27 2 29
7736	98803077	3 1 2 2 1 3 10 27 2 29
7737	591231	1 1 4 27 2 28 1 204
7738	505668	5 27 2 83
7739	2314092	1 1 3 2 8 15 4 16 1 54 1 205
7740	2439012	3 15 2 17 1 18 1 47 2 82 2 151
7741	2459101	3 1 3 15 3 56
7742	2550063	2 2 1 99 3 110 1 200
7743	2765119	1 1 13 2 1 48
7744	2997015	4 2 2 60 2 67
7745	2998085	2 1 1 2 1 3 1 5 1 58
7746	4390049	9 1 3 2 1 3 3 4
7747	4497056	1 1 12 2 5 15 1 46
7748	4885023	1 59 1 103
7749	5836102	2 1 1 3 8 15 2 16 1 54 2 109 1 205
7750	5972076	4 1 2 15 1 16 1 47 2 81 1 173
7752	1007289	1 1 1 2 1 79 1 80 3 82 1 109
7753	100765	6 27 1 28 1 84
7754	101371	3 2 3 5 3 65 3 82
7756	101688	8 15 1 16 1 19 2 177
7757	1020311	6 1 2 15 2 21 2 37
7758	1024573	2 28 1 33 1 100 2 101 1 104 2 108 1 190
7759	102761	2 2 1 3 3 51
7762	103231	4 1 12 2 2 3 2 52
7763	10342979	4 1 2 3 1 74
7765	104041	1 1 4 15 1 136 1 176
7767	104121	4 15 1 109 1 177
7768	10435684	3 1 4 15 2 16 1 32 2 33 1 64
7770	104789	2 1 3 2 1 67 1 75
7771	104938	1 1 4 15 1 18 1 65
7772	10495451	4 1 2 2 2 3 1 155
7773	623701	2 1 1 2 1 6 1 58
7774	105577	3 1 1 3 2 60
7775	105599	4 2 2 34 1 74
7776	105806	4 1 7 2 2 3 2 52
7777	10599903	1 70 1 110
7778	106570	2 168
7779	106887	1 1 1 2 1 188
7780	1071223	1 2 1 86 3 110 1 200
7781	1072442	1 1 2 27 1 84
7782	107459	5 1 1 2 1 4 1 69
7783	107471	6 1 1 4 1 145
7784	1076477	2 15 3 18 1 96
7785	1078611	1 2 3 15 1 19 2 37 1 94
7786	107880	1 1 2 2 1 3 1 34 1 204
7787	108316	1 30 1 97
7788	108429	4 15 1 79 1 109
7789	108703	3 15 3 109
7790	108736	3 15 3 37
7791	108781	3 79 3 82
7792	108805	3 37 3 82
7793	109773	1 86 1 91
7795	110894	5 27 1 83
7796	111591	2 1 15 2 1 6 1 52
7797	111966	3 2 2 59 1 60
7798	1120714	3 27 1 157
7799	112072	1 1 4 2 1 51 1 60
7800	1124078	2 15 1 18 1 37 2 109
7801	112516	2 1 6 2 2 143
7802	112594	1 1 6 2 1 39 1 60
7803	112732	2 1 7 2 3 60
7804	115208	1 2 1 34 1 106
7805	116143	1 9 4 119
7806	117180	1 15 4 109 1 136
7807	117817	4 1 10 2 2 3 4 15 2 56
7808	117828	4 2 4 15 2 56 2 59
7809	117839	2 1 8 2 4 15 2 56 2 60
7810	118558	9 15 1 16 1 37 1 56
7811	1210351	8 15 4 16 2 27 1 47
7812	121460	1 27 2 28 2 30
7813	121915	4 15 2 96
7814	122429	2 1 5 15 1 61 1 176
7815	123513	2 1 2 2 1 3 1 34
7816	123751	4 27 1 83
7817	124174	1 1 5 2 1 51 2 60
7818	126591364	4 1 1 2 4 27 2 84 2 184
7819	129668	2 15 1 96 3 136
7820	13114722	1 1 10 15 2 16 1 183
7824	14049366	1 110 3 119 1 200
7825	14103618	8 1 6 2 2 3 2 4 4 15 2 56
7826	142303	4 1 2 4 1 14 2 205
7827	142687	4 27 1 63
7829	14474716	2 1 1 3 5 15 1 19 2 28 2 47 2 83
7830	14474783	1 1 5 15 1 19 2 28 2 47 2 83
7831	14545723	1 110 1 194
7832	1463178	5 15 2 17 2 18 1 82
7833	149871	2 27 1 28 1 47 1 83 1 94
7834	150776	4 1 4 2 2 75
7835	151564	2 27 1 83
7836	1515953	2 1 4 15 1 19 1 65
7837	1518167	2 9 2 30 4 91
7838	1520429	15 15 1 16 1 19 1 20
7839	15232765	2 1 4 2 1 14
7840	1528741	8 15 2 16 2 136
7841	15299997	3 1 1 3 7 15 2 17 1 65 1 165
7842	1530127	16 15 8 16 2 28
7843	15457053	7 15 2 16 1 65 1 112 2 136
7844	1551060	1 1 1 2 1 30 1 32 1 83
7845	1559348	1 1 6 2 1 39 3 60
7846	15599914	3 82 3 118 3 119
7847	1563662	2 1 3 15 2 16 1 27 1 29 1 64 1 65 1 166
7848	1565759	2 1 1 2 5 15 1 21 1 205
7849	1565817	2 1 7 2 1 3 1 204
7850	156605	1 6 2 108
7851	1577180	1 1 2 2 1 6 1 94
7852	15909769	1 1 1 2 1 34 1 53 1 204
7853	1599413	1 104 1 112 1 124
7854	1618264	1 2 2 142
7855	1622624	1 1 7 15 2 16 1 27 1 47 1 81 1 93 1 118 1 136
7856	1625918	6 1 8 15 2 16 2 21
7857	1627061	16 15 8 16 4 28
7858	1627981	4 1 2 27 2 200
7860	16520620	1 2 1 13 5 15 1 19
7861	16528920	5 63
7862	1653301	2 1 8 2 1 3 1 204
7863	1667012	1 1 2 15 3 18 1 46
7864	1689992	1 1 6 2 2 15 1 57 1 89 2 131
7865	16921963	7 119 1 128
7866	1708323	1 27 1 30 1 143
7867	1709633	4 15 2 16 1 30 1 33 4 47
7868	1717006	1 1 1 121
7869	1719579	2 1 1 99 1 110 1 200
7870	1732087	2 1 3 2 2 52
7872	17418585	10 15 5 16 1 37 2 47 1 65 1 79
7873	17455139	6 27 6 63
7874	1746130	1 2 1 5 5 15 1 65
7875	17781156	2 1 3 15 2 16 1 28 1 29 1 37 1 64 1 204
7876	17781167	2 1 3 15 2 16 1 29 1 37 1 47 1 64
7877	1792172	2 1 6 2 1 182
7878	1795193	14 27 4 28
7879	18181801	2 1 1 3 8 15 2 16 1 54 2 131 1 205
7880	1825645	5 1 1 3 1 203
7881	18631840	1 1 1 27 1 28 1 31
7882	1889674	4 1 10 15 2 21
7883	1897456	2 89 4 109
7884	18997198	3 1 1 54 1 99
7885	1912249	3 1 1 2 1 3 2 80 3 82 1 109
7886	1918167	2 1 1 3 5 15 1 43 1 81 1 110
7887	1918189	3 15 1 59 2 109 1 176
7888	19463480	1 1 2 15 1 37 1 49 1 65 1 109
7889	19666309	5 1 1 3 1 4 2 15 1 47 1 64 1 65 1 81 1 93 2 109
7890	19740342	2 1 5 27 4 28 1 29
7891	197615	14 15 8 16 4 17
7892	20030302	3 1 1 27 2 28 1 32 1 47
7893	20062220	4 15 1 16 1 23 6 136
7894	20282308	2 1 9 15 2 16 1 20
7895	20354261	1 1 3 15 1 16 1 58 2 109 1 184
7896	203645	8 15 2 16 4 17 1 27
7897	2039863	4 15 1 22 1 131
7898	2039885	4 15 1 22 1 131
7899	2050477	8 15 1 16 1 65 2 131
7900	2050682	8 15 2 16 2 109
7902	20820444	3 2 1 135 3 194
7903	2114398	1 1 1 3 5 15 1 19 1 130
7904	21211654	1 2 2 30 2 32 2 83
7905	2163420	1 1 2 2 1 3 2 34
7906	2175908	1 9 10 15 2 16 2 30
7908	22316478	1 1 8 15 1 16 1 27 2 47 2 81 1 109
7909	2243325	5 18 1 96
7910	22781233	2 1 3 15 2 16 1 29 2 64 1 65 1 166
7911	2288188	1 5 5 15 1 24
7912	22936863	2 1 1 3 2 27 1 28 2 80 3 82 1 109
7913	23074422	6 27 3 28 1 88
7914	2350892	9 15 2 16 1 22
7915	2395962	1 1 9 15 4 17 1 65
7916	2456282	2 1 17 2 1 60
7917	2456431	14 27 4 28
7919	24650428	10 15 1 21 1 46 2 59
7920	2475447	2 1 6 15 4 16 2 47 2 80
7921	2484164	2 1 4 15 2 16 2 32 1 47
7922	2498773	11 15 6 17 1 18
7923	2499583	1 1 6 2 1 5 1 58
7924	2499594	1 1 7 2 1 5 1 58
7925	25894115	3 1 1 2 1 5 2 33 1 58 1 83
7926	2591868	3 27 1 164
7928	2615158	5 2 2 39 3 60
7931	26675467	1 61 1 100 1 112 2 119
7932	26896480	2 2 4 27 6 28 2 34
7933	2691410	4 27 4 84 4 137
7935	27314132	4 15 1 16 1 33 1 47 1 71 1 81 1 92 1 108 1 112
7936	2778418	4 1 4 15 2 21 2 178
7937	2778429	4 1 4 15 2 21 2 178
7938	2785877	2 1 1 2 3 15 1 19 1 37 1 65
7939	279232	5 27 2 28
7940	2816571	2 1 3 27 2 28 1 47
7941	2846040	3 1 45 2 1 3 1 6 3 52
7942	285585	4 27 2 28
7943	285676	3 27 1 190
7944	286088	5 27 2 28
7945	2872482	1 1 5 15 4 16 2 47 1 65 2 79
7946	288880	1 83 2 92
7947	29091052	2 1 2 2 1 15 1 16 1 79 1 81 1 112 2 136
7948	293301	4 63
7949	2948461	4 1 4 15 2 21 2 205
7950	2958727	1 27 8 28 2 47
7952	300629	1 1 5 15 1 19 1 68
7953	302170	1 3 1 106 2 204
7954	30320264	1 9 5 112 1 114 1 117
7955	3032551	1 1 3 2 1 4 3 194
7956	303980	12 1 19 2 10 8 2 33 2 47 2 59
7957	305033	4 2 4 15 1 19 1 81 1 94 2 99
7958	3055967	1 1 16 2 1 39 5 60
7959	3055978	1 1 17 2 1 39 6 60
7960	30667993	2 1 8 15 1 16 1 20 2 65 1 106
7961	927219	1 1 1 68 1 94 2 168
7962	31827039	2 1 16 2 2 168
7963	3247005	12 15 2 16 3 18 1 21 1 205
7964	32779365	2 15 2 82 1 109 1 131
7965	32809168	2 1 3 15 1 16 1 27 2 29 2 109 1 171
7966	32917525	1 1 3 15 2 18 1 20 1 204
7967	32970459	5 1 1 2 1 4 1 61
7968	33100275	5 27 5 63
7969	33491882	6 15 4 16 8 136
7970	335273	2 112 4 114 2 117
7973	3424826	1 9 8 15 2 16 2 108 2 109
7974	34862072	1 2 1 59 1 103
7975	3487998	1 1 4 2 5 15 1 23 1 58
7976	35046867	2 1 2 2 2 28 1 97
7977	3524707	2 27 2 47 2 64
7978	35367385	7 15 1 46 1 109 2 118 1 186
7979	354041	1 114 1 116 2 130
7980	354063	1 114 1 123 1 130
7981	354552	1 112 1 114 1 130
7982	356694	1 1 1 54 1 62 1 114 5 119
7983	35850294	6 15 1 16 4 109 1 159
7984	359115	1 8 3 119
7986	3741386	2 27 1 156
7987	3772132	2 1 1 29 1 143
7988	37920255	2 1 2 2 4 15 1 19 1 46
7989	37924133	8 15 1 16 1 18 1 80 1 112 1 155 1 160
7991	38380028	5 15 2 16 5 109
7992	39099235	3 1 2 2 1 3 1 72
7993	39227548	7 15 4 16 2 64 1 109
7994	394467	4 15 1 22 1 118
7995	3972563	3 1 4 15 1 21 1 109
7996	40325006	1 60 3 119 3 135 3 137 1 165
7997	40379246	2 1 6 2 1 3 1 51
7998	4049814	1 1 2 2 1 5 1 7
7999	41492051	1 1 2 2 4 15 1 19 1 131
8000	41851358	1 1 2 2 1 3 10 27 2 28
8001	421067	1 2 1 112 1 130
8002	4233185	10 27 1 33
8003	4265252	1 1 4 15 2 16 1 32 1 64
8004	4285590	5 1 1 3 2 61
8005	4286491	2 2 2 133
8006	430853	1 9 2 119 2 130
8007	43121433	3 1 1 4 4 15 1 44 1 65 1 84 2 92 1 109
8008	431890	2 112 1 116
8009	4413132	2 1 4 2 2 60
8011	458888	1 1 2 2 4 27 1 28 1 83
8012	47000920	1 1 3 15 1 18 1 80 1 112 1 155 1 176
8013	470826	3 1 4 27 1 28 2 29 1 64
8014	473916	3 1 2 27 1 28 1 33
8015	4957146	8 15 1 16 2 18 1 19
8016	497030	2 1 1 8 1 48
8017	497267	1 1 2 27 1 28 2 64
8018	497392	6 1 2 15 1 18 2 21 1 37
8019	500005	3 1 1 3 3 27 1 28 1 32
8020	501531	5 15 1 19 1 58 1 110
8021	50471448	1 1 1 5 3 15 1 16 1 29 1 64 2 109 1 171
8022	505544	14 2 2 94
8023	51460845	5 15 4 16 9 136
8024	52709861	1 1 2 2 8 15 2 16 1 65 1 89
8025	530483	10 15 1 16 1 24
8026	533175	1 1 4 15 1 109 1 176
8027	534032	2 2 2 34 1 68
8028	534076	1 43 1 99 1 110
8029	53494705	1 27 5 28 1 47 1 100 3 101 1 104
8030	536505	1 1 4 15 1 18 1 20 1 204
8031	53780340	1 1 2 15 2 18 1 80 1 112 1 155 1 176
8033	53861	2 1 1 2 7 15 1 16 1 33 1 46 1 65 1 81 1 94 1 109
8034	539037	1 1 4 15 1 109 1 176
8035	539479	1 6 1 30 1 32 1 64 1 94
8036	539877	6 27 1 47 1 64
8037	541855	3 1 2 2 1 3 1 43
8038	5418860	1 3 3 142
8039	542289	4 27 1 47 1 64
8040	5422899	3 1 3 2 2 33 1 34 2 58 1 83
8041	542507	2 1 23 2 1 43
8042	5442922	6 1 3 2 4 33 2 58 2 83
8043	5443163	8 15 4 16 4 28 1 97
8044	546452	3 1 15 15 3 16 3 203
8045	54833555	3 1 13 2 1 3 1 52
8046	5500210	2 27 1 87
8048	55219653	3 1 2 3 1 4 4 15 1 65 1 84 2 92 1 109 1 204
8049	552329	1 1 4 15 1 136 1 176
8050	555442	3 1 41 2 1 3 3 52
8051	556489	4 27 2 28 2 204
8053	556649	1 91 1 142
8054	5603349	8 28 1 30
8055	563473	1 1 1 7 1 99
8057	5651478	2 1 4 15 1 20 1 96
8059	5685461	4 27 2 28
8060	56859	2 2 1 68 1 94 1 169
8061	56860	2 2 1 68 2 94
8062	56893	2 68 2 94 2 143
8063	5698293	7 27 1 47 1 64
8064	5754905	5 27 2 84 2 137
8065	57625	2 1 1 4 2 15 2 16 1 27 3 28 1 29 2 33 1 37 2 47 1 74 1 109 1 169 4 205
8066	57837191	2 1 3 15 2 18 1 43 1 53 1 59 1 81
8067	57976	10 15 6 17 2 18
8068	581088	2 1 1 2 4 15 1 65 1 176
8069	5820224	1 1 1 2 1 7 5 15 1 65
8070	586378	2 1 4 15 1 46 1 65
8071	5873541	8 15 1 16 1 19 2 177
8072	58743763	1 1 1 2 8 15 2 16 1 19 1 89
8073	588078	1 1 4 15 1 109 1 176
8074	589297	4 15 2 19 2 34
8075	589811	3 1 4 2 1 3
8076	589902	2 1 4 27 2 28
8077	591219	2 1 4 27 2 28
8078	592494	2 1 1 2 1 12
8079	59300355	2 1 2 2 1 13 1 143 1 165
8081	59461	2 1 3 2 4 15 1 56 1 75 1 79
8082	59483	4 15 1 16 1 27 1 176
8084	604831	8 15 4 17 2 18
8085	6052137	1 1 1 2 2 15 1 81 3 136 1 137
8086	60705626	12 1 8 15 8 16 4 21 4 27 4 37
8087	608300	3 15 1 79 2 131
8088	610399	3 15 1 18 2 136
8089	611701	2 1 1 3 5 15 1 46
8090	6130989	6 1 2 4 2 14
8091	613752	1 3 1 30 1 32 2 51 1 64
8092	6163640	3 1 1 4 1 142
8093	6163662	6 1 1 4 1 62
8094	616422	2 1 1 156
8095	617947	2 1 5 15 1 21 1 205
8096	6190654	2 1 1 3 1 79 1 80 3 82 1 109
8097	620644	3 1 53 2 1 3 3 52
8098	621716	3 1 23 2 1 3 3 52
8101	623814	2 1 2 2 1 156
8102	623983	2 1 4 2 1 156
8103	624657	1 13 1 99
8104	624760	2 2 1 34 1 128
8105	62496439	2 1 1 4 2 13
8106	6263623	1 1 5 15 1 19 1 143
8107	626857	2 1 6 2 1 156
8108	626891	2 1 3 2 1 3 1 34
8109	627429	1 2 1 59 1 99
8110	627918	1 1 3 2 1 52 1 94
8111	628024	1 1 4 2 1 169
8112	628660	3 2 2 51
8113	628966	2 2 2 194
8114	6290499	1 1 1 52 1 59
8115	629141	2 1 2 2 2 60
8116	6294311	2 1 9 2 1 143
8117	629969	1 1 19 2 1 34
8118	630046	2 1 29 2
8119	6334969	5 2 1 60 2 99
8120	634366	3 1 3 15 3 65
8121	643936	9 15 2 16 1 18
8122	644086	9 15 2 16 1 18
8123	645567	1 1 1 2 4 15 1 19 1 37
8124	645921	1 37 2 79 3 82
8125	651069	1 1 6 15 1 65 1 79 1 80 2 82 1 160
8126	6572903	4 27 2 63
8127	65860744	1 1 9 2 8 15 2 16 1 19 1 89
8128	661950	1 112 1 114 1 117 2 130
8129	6627550	3 15 1 18 1 37 1 131
8130	670804	7 27 1 32 1 63 1 84
8131	673665	5 27 1 168
8133	67721	2 106
8134	681845	1 1 3 59 1 203
8135	693210	3 2 1 60 2 194
8136	694928	1 1 3 27 2 28 1 32
8137	696297	2 1 1 3 5 27 1 28
8138	6988212	4 15 1 16 2 27 1 28 2 64 1 65 1 166
8139	7012375	7 15 2 16 3 109
8140	702238	1 1 1 2 4 15 1 19 1 34 1 65
8141	7074002	2 1 10 15 1 16 1 56 1 62
8142	71307	1 30 1 47 1 70 1 83 1 93
8143	7226235	2 1 3 27 1 184
8144	7235407	10 1 5 6 4 8 6 27 2 29 2 33
8145	72548	8 15 1 16 1 20 1 103 2 109
8146	7369508	1 1 4 15 1 19 1 136
8147	74568073	12 15 8 16 4 27 4 37
8148	74997	1 1 1 13
8149	754052	3 1 1 5 1 200
8150	754109	3 1 1 4 1 169
8151	75525	1 132
8152	76175	1 101 1 119 2 124
8153	76341690	2 1 1 15 1 37 1 49 2 65 1 109
8154	764932	1 1 7 2 1 13
8155	766518	1 1 4 15 1 65 1 109
8156	7667552	3 1 3 27 3 28
8157	76733	2 1 3 2 1 3 1 5 1 29 2 47 1 182
8158	768923	6 27 3 28 1 117
8159	768956	6 27 3 28 1 29 1 205
8160	77098	1 4 12 15 4 16 2 37 1 47 1 64
8161	774481	2 1 5 15 1 20 2 60
8162	7778872	2 1 6 2 1 52
8163	7783428	2 119 1 154
8166	77861	3 2 3 34 1 69
8167	7789266	1 119 1 194
8169	7791255	2 110 1 155
8171	787848	10 15 2 173
8173	80331	8 15 2 16 2 109 1 157
8174	80739	2 1 2 27 1 184
8175	811950	1 99 1 121
8177	814788	1 1 1 7 1 42
8178	818235	2 1 11 2 1 43
8179	821103	1 14 2 99
8180	82280	6 15 4 16 1 18 2 47 1 79
8181	827167	3 1 1 171 1 184
8182	831185	2 28 6 30
8183	840653	2 1 6 15 2 17 2 56
8184	84151	14 15 4 16
8185	84742	2 1 6 2 4 15 2 56
8186	84775	2 1 18 2 4 15 2 56
8187	85416	4 15 1 16 1 47 1 173
8190	86577	7 15 2 17 1 136
8191	86748	8 15 3 16 1 80
8192	871705	16 2 2 94
8193	872366	1 30 1 98
8194	874146	2 1 1 30 1 47 1 184
8195	87683	2 9 6 108
8196	89952	4 15 1 18 1 19 1 34
8197	91101	2 1 3 15 1 37 2 65
8198	91645	4 15 2 16 1 30 1 47 1 64
8199	917237	20 15 4 16 3 30 2 32 4 33 2 83 2 93
8201	920661	1 3 2 112 1 204
8202	923262	2 1 1 2 1 3 1 7 1 58 1 204
8203	92341270	2 1 10 2 8 15 2 26 2 57
8204	92341281	2 1 16 2 8 15 2 26 2 57
8205	92341292	2 1 20 2 8 15 2 26 2 57
8206	92524	10 15 2 16
8207	926410	3 1 1 2 1 4 1 51
8208	926669	2 1 1 7 1 60
8209	930336	1 47 2 83 1 92
8210	930370	1 2 1 59 1 188
8211	931646	4 27 2 28 1 30
8212	932649	1 47 2 83 1 93 1 137
8213	934532	2 1 5 15 1 16 1 101
8214	935568	6 27 3 28 1 101
8215	937304	2 1 4 15 1 19 1 46
8216	938910	2 1 5 15 1 16 1 183
8217	941980	1 1 7 15 2 17 1 46
8218	947057	11 27 1 47 1 64
8219	94713	1 1 1 2 4 15 1 37 1 65
8220	94804	1 1 3 2 3 15 1 52 1 65 2 109
8221	94826	3 2 3 15 1 65 1 94 2 109
8223	952807	8 15 2 18 2 19
8224	954212	10 15 1 16 1 20 1 166
8225	97530	1 1 1 5 3 15 1 19 1 37 1 65
8226	98555	3 1 1 4 3 27 1 28 1 32 1 205
8229	3378710	2 1 2 27 2 28 1 83
8230	4540447	1 2 1 3 1 99 1 130 1 204
8231	5625412	2 2 2 28 2 34 2 47 2 83
8232	81913248	3 1 59 2 1 3 3 6 3 52
8233	931408	1 2 1 27 1 28 1 34 1 98
8234	1515760	1 5 1 6 1 51
8240	538658	1 1 3 2 5 15 1 23 1 58
8241	540498	1 6 2 130
8242	590147	1 1 1 6 1 130
8243	699149	1 1 1 2 1 6 5 27 1 84
8244	4437858	1 1 1 2 1 27 1 28 1 98
8245	501360	7 15 1 16 1 23 3 37
8246	6064637	1 1 3 2 1 3 1 94 1 204
